region_id,No_Int_con_HHs_with_Ind_p,No_Internet_connect_Other_hhd,No_Internet_connect_Tot_hhd,Ty_Int_con_Bba_HHs_with_Ind_p,Type_Int_conn_Bband_Other_hhd,Type_Int_conn_Bband_Tot_hhd,Typ_Int_con_Diup_HHs_w_Ind_p,Type_Int_conn_Di_up_Other_hhd,Type_Int_conn_Di_up_Tot_hhd,Type_Int_con_Oth_HHs_w_Ind_p,Type_Int_conn_Other_Other_hhd,Type_Int_conn_Other_Tot_hhd,Type_Int_con_Tot_HHs_w_Ind_p,Type_Int_conn_Tot_Oth_hhd,Type_Int_conn_Tot_Tot_hhd,Internet_con_ns_HHs_w_Ind_p,Internet_connect_ns_Oth_hhd,Internet_connect_ns_Tot_hhd,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
IARE305007,32,844,876,192,4950,5142,8,157,165,15,251,266,215,5358,5573,16,187,203,263,6389,6652
IARE305008,113,1273,1386,105,2010,2115,7,98,105,17,140,157,129,2248,2377,8,212,220,250,3733,3983
IARE305009,683,8516,9199,1257,23782,25039,74,1208,1282,142,1323,1465,1473,26313,27786,116,1433,1549,2272,36262,38534
IARE306001,117,362,479,120,834,954,6,37,43,17,51,68,143,922,1065,22,53,75,282,1337,1619
IARE306002,36,159,195,43,342,385,3,15,18,4,12,16,50,369,419,0,20,20,86,548,634
IARE306003,187,3,190,44,0,44,7,0,7,4,0,4,55,0,55,0,0,0,242,3,245
IARE306004,136,4007,4143,298,9563,9861,24,726,750,40,606,646,362,10895,11257,23,586,609,521,15488,16009
IARE306005,77,843,920,119,2156,2275,5,88,93,20,151,171,144,2395,2539,9,125,134,230,3363,3593
IARE306006,126,2285,2411,162,4488,4650,4,308,312,19,305,324,185,5101,5286,10,286,296,321,7672,7993
IARE306007,51,710,761,97,1751,1848,3,107,110,11,108,119,111,1966,2077,9,93,102,171,2769,2940
IARE306008,147,1031,1178,190,2577,2767,9,123,132,26,157,183,225,2857,3082,20,166,186,392,4054,4446
IARE306009,74,307,381,49,598,647,3,45,48,11,37,48,63,680,743,6,72,78,143,1059,1202
IARE306010,76,446,522,87,883,970,5,33,38,14,44,58,106,960,1066,10,56,66,192,1462,1654
IARE306011,59,1533,1592,121,2809,2930,13,197,210,10,161,171,144,3167,3311,10,184,194,213,4884,5097
IARE306012,98,181,279,52,293,345,3,10,13,11,19,30,66,322,388,20,21,41,184,524,708
IARE306013,76,1811,1887,146,4160,4306,17,234,251,19,245,264,182,4639,4821,19,255,274,277,6705,6982
IARE306014,117,2401,2518,195,4987,5182,11,337,348,31,312,343,237,5636,5873,16,317,333,370,8354,8724
IARE306015,407,8467,8874,846,23921,24767,31,1108,1139,97,1433,1530,974,26462,27436,78,1149,1227,1459,36078,37537
IARE306016,44,1619,1663,161,5897,6058,11,303,314,11,216,227,183,6416,6599,8,249,257,235,8284,8519
IARE306017,42,1331,1373,106,4097,4203,6,175,181,24,203,227,136,4475,4611,11,180,191,189,5986,6175
IARE306018,130,2007,2137,147,4246,4393,11,249,260,23,258,281,181,4753,4934,23,259,282,334,7019,7353
IARE307001,286,33,319,182,219,401,17,6,23,31,17,48,230,242,472,55,20,75,571,295,866
IARE307002,71,6,77,5,3,8,0,0,0,51,3,54,56,6,62,18,0,18,145,12,157
IARE307003,166,8,174,61,15,76,8,0,8,81,7,88,150,22,172,4,0,4,320,30,350
IARE307004,126,0,126,16,6,22,14,0,14,49,0,49,79,6,85,0,0,0,205,6,211
IARE307005,107,0,107,19,3,22,3,0,3,22,3,25,44,6,50,14,0,14,165,6,171
IARE308001,124,1172,1296,215,2433,2648,18,155,173,18,173,191,251,2761,3012,15,215,230,390,4148,4538
IARE308002,155,1771,1926,144,3671,3815,6,209,215,25,174,199,175,4054,4229,25,283,308,355,6108,6463
IARE308003,133,762,895,102,1500,1602,5,86,91,9,110,119,116,1696,1812,28,120,148,277,2578,2855
IARE308004,45,583,628,67,1363,1430,8,80,88,3,64,67,78,1507,1585,8,109,117,131,2199,2330
IARE308005,91,1366,1457,87,2480,2567,5,157,162,13,109,122,105,2746,2851,16,163,179,212,4275,4487
IARE308006,382,4942,5324,877,18634,19511,36,714,750,98,1014,1112,1011,20362,21373,70,977,1047,1463,26281,27744
IARE308007,48,895,943,109,2853,2962,4,188,192,6,153,159,119,3194,3313,8,170,178,175,4259,4434
IARE308008,23,487,510,62,1624,1686,3,106,109,7,82,89,72,1812,1884,0,79,79,95,2378,2473
IARE308009,36,4,40,57,17,74,6,0,6,257,6,263,320,23,343,3,0,3,359,27,386
IARE308010,57,1077,1134,118,4227,4345,3,212,215,23,335,358,144,4774,4918,17,244,261,218,6095,6313
IARE308011,67,752,819,133,2475,2608,5,143,148,15,144,159,153,2762,2915,11,170,181,231,3684,3915
IARE308012,388,2599,2987,894,15205,16099,32,577,609,115,699,814,1041,16481,17522,83,586,669,1512,19666,21178
IARE308013,661,6231,6892,1046,23268,24314,51,939,990,142,1458,1600,1239,25665,26904,137,1219,1356,2037,33115,35152
IARE308014,41,922,963,118,3013,3131,15,192,207,7,159,166,140,3364,3504,4,197,201,185,4483,4668
IARE308015,117,838,955,105,1959,2064,3,107,110,16,126,142,124,2192,2316,19,150,169,260,3180,3440
IARE394994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE397997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE401001,51,3015,3066,95,13480,13575,0,567,567,10,938,948,105,14985,15090,7,576,583,163,18576,18739
IARE401002,39,3615,3654,145,17648,17793,13,1099,1112,12,798,810,170,19545,19715,16,690,706,225,23850,24075
IARE401003,51,3321,3372,121,10232,10353,14,694,708,14,563,577,149,11489,11638,8,411,419,208,15221,15429
IARE401004,93,1243,1336,77,2266,2343,6,164,170,15,160,175,98,2590,2688,16,149,165,207,3982,4189
IARE401005,71,7864,7935,124,22580,22704,4,1160,1164,15,1257,1272,143,24997,25140,12,1062,1074,226,33923,34149
IARE401006,231,11327,11558,327,25863,26190,21,1385,1406,40,1685,1725,388,28933,29321,40,1493,1533,659,41753,42412
IARE401007,84,4816,4900,136,11684,11820,7,908,915,15,729,744,158,13321,13479,16,500,516,258,18637,18895
IARE401008,45,2076,2121,78,5811,5889,9,304,313,14,330,344,101,6445,6546,8,293,301,154,8814,8968
IARE401009,78,8892,8970,224,24384,24608,13,1209,1222,28,1688,1716,265,27281,27546,22,1318,1340,365,37491,37856
IARE401010,59,2350,2409,77,4265,4342,12,404,416,12,303,315,101,4972,5073,14,257,271,174,7579,7753
IARE401011,122,7674,7796,220,22156,22376,8,1162,1170,34,1340,1374,262,24658,24920,29,1093,1122,413,33425,33838
IARE401012,143,2229,2372,158,4005,4163,15,283,298,29,369,398,202,4657,4859,24,283,307,369,7169,7538
IARE401013,63,977,1040,55,1864,1919,0,122,122,7,135,142,62,2121,2183,12,108,120,137,3206,3343
IARE401014,240,11265,11505,572,41921,42493,24,2205,2229,94,2404,2498,690,46530,47220,52,1745,1797,982,59540,60522
IARE401015,348,7228,7576,482,17341,17823,26,991,1017,85,1498,1583,593,19830,20423,68,1156,1224,1009,28214,29223
IARE401016,373,12055,12428,541,26543,27084,40,1429,1469,78,1892,1970,659,29864,30523,86,1665,1751,1118,43584,44702
IARE401017,36,1107,1143,35,1882,1917,4,207,211,0,146,146,39,2235,2274,4,167,171,79,3509,3588
IARE401018,298,10422,10720,600,30306,30906,31,1561,1592,79,2162,2241,710,34029,34739,61,1639,1700,1069,46090,47159
IARE401019,166,6752,6918,288,14428,14716,13,1000,1013,32,1099,1131,333,16527,16860,30,786,816,529,24065,24594
IARE401020,81,6104,6185,252,26226,26478,18,1148,1166,25,1105,1130,295,28479,28774,19,973,992,395,35556,35951
IARE401021,55,9204,9259,220,40369,40589,5,1812,1817,21,1845,1866,246,44026,44272,11,1449,1460,312,54679,54991
IARE401022,27,1562,1589,46,3633,3679,6,261,267,6,237,243,58,4131,4189,8,170,178,93,5863,5956
IARE401023,108,3599,3707,111,5985,6096,10,482,492,23,356,379,144,6823,6967,12,337,349,264,10759,11023
IARE402001,324,50,374,21,107,128,3,13,16,0,3,3,24,123,147,5,3,8,353,176,529
IARE402002,48,225,273,23,321,344,0,17,17,0,14,14,23,352,375,13,48,61,84,625,709
IARE402003,79,271,350,80,1623,1703,5,70,75,6,132,138,91,1825,1916,10,66,76,180,2162,2342
IARE402004,180,4453,4633,182,7154,7336,14,508,522,39,471,510,235,8133,8368,49,446,495,464,13032,13496
IARE402005,380,1337,1717,236,2503,2739,11,110,121,57,178,235,304,2791,3095,55,163,218,739,4291,5030
IARE402006,178,2572,2750,142,5172,5314,8,226,234,35,381,416,185,5779,5964,27,375,402,390,8726,9116
IARE403001,152,274,426,74,637,711,5,29,34,12,42,54,91,708,799,17,32,49,260,1014,1274
IARE403002,60,1652,1712,67,3602,3669,6,287,293,13,237,250,86,4126,4212,33,175,208,179,5953,6132
IARE403003,135,1436,1571,98,3182,3280,3,171,174,21,239,260,122,3592,3714,27,208,235,284,5236,5520
IARE494994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE497997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE501001,384,441,825,359,2378,2737,15,92,107,75,225,300,449,2695,3144,77,132,209,910,3268,4178
IARE501002,195,32,227,33,72,105,3,3,6,41,3,44,77,78,155,12,18,30,284,128,412
IARE502001,167,351,518,94,944,1038,6,63,69,20,73,93,120,1080,1200,43,85,128,330,1516,1846
IARE502002,75,81,156,19,196,215,0,14,14,4,14,18,23,224,247,12,16,28,110,321,431
IARE502003,64,541,605,37,1264,1301,0,117,117,6,84,90,43,1465,1508,13,64,77,120,2070,2190
IARE502004,409,2536,2945,440,7750,8190,34,492,526,57,542,599,531,8784,9315,96,429,525,1036,11749,12785
IARE502005,71,650,721,44,1773,1817,3,127,130,10,113,123,57,2013,2070,11,82,93,139,2745,2884
IARE502006,89,40,129,11,113,124,3,13,16,0,9,9,14,135,149,13,8,21,116,183,299
IARE502007,41,123,164,28,262,290,3,13,16,4,17,21,35,292,327,3,29,32,79,444,523
IARE503001,73,1188,1261,102,3419,3521,6,190,196,17,248,265,125,3857,3982,11,196,207,209,5241,5450
IARE503002,85,320,405,49,973,1022,4,48,52,20,77,97,73,1098,1171,14,66,80,172,1484,1656
IARE503003,259,1512,1771,288,6616,6904,19,245,264,49,441,490,356,7302,7658,50,339,389,665,9153,9818
IARE503004,198,44,242,34,110,144,8,9,17,3,11,14,45,130,175,5,16,21,248,190,438
IARE503005,58,56,114,27,261,288,0,8,8,3,24,27,30,293,323,7,27,34,95,376,471
IARE503006,63,5,68,3,34,37,0,0,0,0,7,7,3,41,44,4,0,4,70,46,116
IARE503007,29,15,44,5,38,43,0,0,0,14,8,22,19,46,65,0,3,3,48,64,112
IARE504001,60,23,83,10,26,36,3,3,6,0,4,4,13,33,46,4,4,8,77,60,137
IARE504002,107,17,124,9,37,46,8,0,8,50,9,59,67,46,113,5,0,5,179,63,242
IARE504003,151,24,175,41,101,142,3,3,6,20,10,30,64,114,178,3,0,3,218,138,356
IARE504004,66,0,66,3,12,15,0,0,0,0,0,0,3,12,15,9,0,9,78,12,90
IARE504005,66,12,78,0,9,9,0,3,3,0,0,0,0,12,12,0,0,0,66,24,90
IARE504006,177,140,317,97,850,947,5,44,49,11,90,101,113,984,1097,37,41,78,327,1165,1492
IARE504007,55,47,102,12,185,197,0,12,12,4,20,24,16,217,233,7,14,21,78,278,356
IARE504008,67,32,99,23,77,100,5,0,5,0,10,10,28,87,115,13,6,19,108,125,233
IARE505001,204,3933,4137,336,15047,15383,21,656,677,45,993,1038,402,16696,17098,41,691,732,647,21320,21967
IARE505002,54,1174,1228,84,3816,3900,5,171,176,4,188,192,93,4175,4268,13,205,218,160,5554,5714
IARE505003,90,4796,4886,195,16358,16553,18,698,716,24,1019,1043,237,18075,18312,26,806,832,353,23677,24030
IARE505004,151,2984,3135,174,8647,8821,16,446,462,34,654,688,224,9747,9971,31,555,586,406,13286,13692
IARE505005,109,4525,4634,208,22137,22345,5,890,895,20,1002,1022,233,24029,24262,26,987,1013,368,29541,29909
IARE505006,191,5011,5202,303,22443,22746,17,859,876,46,1233,1279,366,24535,24901,53,996,1049,610,30542,31152
IARE505007,72,2586,2658,96,9417,9513,7,359,366,18,595,613,121,10371,10492,21,465,486,214,13422,13636
IARE505008,273,6130,6403,481,25207,25688,27,1172,1199,53,1463,1516,561,27842,28403,57,1237,1294,891,35209,36100
IARE505009,49,5618,5667,299,42377,42676,13,1542,1555,25,1593,1618,337,45512,45849,18,1465,1483,404,52595,52999
IARE505010,67,2760,2827,230,14166,14396,10,608,618,20,471,491,260,15245,15505,15,526,541,342,18531,18873
IARE505011,101,1881,1982,190,6551,6741,11,301,312,35,525,560,236,7377,7613,12,380,392,349,9638,9987
IARE505012,67,5326,5393,140,27784,27924,5,1053,1058,22,1014,1036,167,29851,30018,19,1007,1026,253,36184,36437
IARE505013,64,1957,2021,175,9701,9876,5,455,460,13,287,300,193,10443,10636,11,450,461,268,12850,13118
IARE505014,58,6264,6322,160,37444,37604,11,1267,1278,10,2416,2426,181,41127,41308,20,1329,1349,259,48720,48979
IARE505015,146,5814,5960,456,25578,26034,17,1111,1128,61,1656,1717,534,28345,28879,43,1273,1316,723,35432,36155
IARE505016,13,713,726,72,4206,4278,5,234,239,6,240,246,83,4680,4763,3,173,176,99,5566,5665
IARE505017,148,4527,4675,171,21285,21456,6,862,868,29,1360,1389,206,23507,23713,43,915,958,397,28949,29346
IARE505018,330,15556,15886,510,56962,57472,26,2419,2445,80,3598,3678,616,62979,63595,79,2744,2823,1025,81279,82304
IARE505019,336,5461,5797,598,25669,26267,26,1013,1039,73,1363,1436,697,28045,28742,72,1192,1264,1105,34698,35803
IARE505020,129,4545,4674,312,23779,24091,11,900,911,47,1193,1240,370,25872,26242,21,1041,1062,520,31458,31978
IARE505021,79,2075,2154,211,13552,13763,11,542,553,27,830,857,249,14924,15173,14,572,586,342,17571,17913
IARE506001,198,115,313,116,1065,1181,9,42,51,14,70,84,139,1177,1316,22,41,63,359,1333,1692
IARE506002,111,242,353,124,2002,2126,10,83,93,15,112,127,149,2197,2346,13,98,111,273,2537,2810
IARE506003,83,266,349,170,3155,3325,9,95,104,24,212,236,203,3462,3665,18,147,165,304,3875,4179
IARE506004,245,295,540,290,2341,2631,12,89,101,34,180,214,336,2610,2946,86,145,231,667,3050,3717
IARE506005,106,75,181,87,684,771,3,20,23,28,46,74,118,750,868,18,37,55,242,862,1104
IARE507001,156,2866,3022,181,7841,8022,9,486,495,23,499,522,213,8826,9039,27,438,465,396,12130,12526
IARE507002,160,1982,2142,153,5349,5502,11,405,416,22,290,312,186,6044,6230,21,276,297,367,8302,8669
IARE507003,126,2951,3077,166,7421,7587,10,457,467,35,677,712,211,8555,8766,30,457,487,367,11963,12330
IARE507004,60,2179,2239,122,7368,7490,4,367,371,20,516,536,146,8251,8397,7,335,342,213,10765,10978
IARE507005,44,806,850,54,1870,1924,0,107,107,4,135,139,58,2112,2170,16,96,112,118,3014,3132
IARE507006,42,1375,1417,106,5480,5586,7,297,304,14,312,326,127,6089,6216,11,284,295,180,7748,7928
IARE507007,80,739,819,42,1937,1979,3,110,113,9,114,123,54,2161,2215,14,97,111,148,2997,3145
IARE507008,73,592,665,38,1600,1638,5,111,116,10,110,120,53,1821,1874,16,70,86,142,2483,2625
IARE507009,138,5780,5918,321,18807,19128,17,1121,1138,55,1209,1264,393,21137,21530,34,983,1017,565,27900,28465
IARE507010,66,1820,1886,76,4513,4589,4,329,333,15,280,295,95,5122,5217,6,210,216,167,7152,7319
IARE507011,93,1123,1216,79,3666,3745,9,204,213,9,220,229,97,4090,4187,13,167,180,203,5380,5583
IARE507012,47,1150,1197,86,3151,3237,3,192,195,7,210,217,96,3553,3649,7,215,222,150,4918,5068
IARE507013,172,1357,1529,74,3064,3138,3,197,200,17,195,212,94,3456,3550,35,157,192,301,4970,5271
IARE507014,74,667,741,42,1263,1305,3,77,80,13,92,105,58,1432,1490,11,82,93,143,2181,2324
IARE507015,128,3891,4019,274,14500,14774,12,813,825,36,909,945,322,16222,16544,27,682,709,477,20795,21272
IARE508001,149,96,245,114,340,454,8,29,37,12,31,43,134,400,534,26,55,81,309,551,860
IARE508002,156,20,176,23,101,124,4,3,7,24,14,38,51,118,169,6,6,12,213,144,357
IARE508003,178,9,187,9,8,17,0,0,0,8,3,11,17,11,28,0,4,4,195,24,219
IARE508004,113,28,141,17,49,66,0,3,3,4,0,4,21,52,73,3,5,8,137,85,222
IARE594994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE601001,329,4985,5314,773,10104,10877,46,607,653,72,595,667,891,11306,12197,53,674,727,1273,16965,18238
IARE601002,173,3497,3670,244,6311,6555,17,483,500,31,461,492,292,7255,7547,27,382,409,492,11134,11626
IARE601003,675,14623,15298,1479,38813,40292,77,2171,2248,189,2785,2974,1745,43769,45514,97,1956,2053,2517,60348,62865
IARE601004,159,1331,1490,330,3249,3579,26,232,258,46,242,288,402,3723,4125,17,183,200,578,5237,5815
IARE601005,82,2129,2211,335,8825,9160,21,517,538,39,482,521,395,9824,10219,16,332,348,493,12285,12778
IARE601006,294,6544,6838,560,14381,14941,25,810,835,81,1095,1176,666,16286,16952,45,824,869,1005,23654,24659
IARE601007,90,2528,2618,217,5805,6022,7,368,375,28,295,323,252,6468,6720,8,279,287,350,9275,9625
IARE601008,140,2579,2719,211,4325,4536,12,345,357,23,332,355,246,5002,5248,21,262,283,407,7843,8250
IARE601009,105,2063,2168,223,4445,4668,11,327,338,32,331,363,266,5103,5369,17,257,274,388,7423,7811
IARE601010,394,4990,5384,898,10159,11057,35,632,667,109,734,843,1042,11525,12567,65,549,614,1501,17064,18565
IARE601011,84,2746,2830,288,8183,8471,16,453,469,23,438,461,327,9074,9401,6,357,363,417,12177,12594
IARE694994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE697997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE701001,427,930,1357,528,5138,5666,23,223,246,78,380,458,629,5741,6370,207,271,478,1263,6942,8205
IARE701002,133,0,133,19,3,22,0,3,3,18,0,18,37,6,43,19,0,19,189,6,195
IARE702001,174,14,188,21,30,51,5,3,8,6,0,6,32,33,65,41,11,52,247,58,305
IARE702002,40,3,43,3,10,13,0,0,0,0,0,0,3,10,13,3,0,3,46,13,59
IARE702003,139,14,153,3,20,23,3,3,6,0,3,3,6,26,32,4,8,12,149,48,197
IARE702004,30,0,30,0,6,6,0,3,3,0,0,0,0,9,9,3,6,9,33,15,48
IARE702005,49,6,55,0,27,27,4,4,8,0,0,0,4,31,35,11,0,11,64,37,101
IARE702006,31,3,34,12,3,15,0,3,3,0,0,0,12,6,18,0,0,0,43,9,52
IARE702007,27,7,34,7,29,36,0,0,0,35,5,40,42,34,76,0,0,0,69,41,110
IARE702008,54,17,71,3,25,28,0,0,0,0,0,0,3,25,28,0,3,3,57,45,102
IARE702009,57,24,81,15,214,229,3,4,7,0,36,36,18,254,272,0,25,25,75,303,378
IARE702010,33,3,36,0,12,12,0,0,0,0,0,0,0,12,12,0,4,4,33,19,52
IARE702011,48,4,52,0,8,8,0,3,3,0,0,0,0,11,11,10,0,10,58,15,73
IARE702012,88,5,93,8,4,12,0,3,3,0,0,0,8,7,15,7,0,7,103,12,115
IARE702013,55,7,62,0,15,15,0,0,0,0,0,0,0,15,15,0,0,0,55,22,77
IARE702014,86,3,89,7,27,34,3,3,6,6,3,9,16,33,49,5,0,5,107,36,143
IARE702015,25,0,25,0,7,7,0,0,0,6,0,6,6,7,13,0,3,3,31,10,41
IARE702016,33,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,36
IARE702017,54,5,59,3,36,39,0,0,0,29,0,29,32,36,68,4,0,4,90,41,131
IARE703001,26,192,218,72,1067,1139,6,56,62,3,61,64,81,1184,1265,10,57,67,117,1433,1550
IARE703002,55,159,214,124,1020,1144,11,41,52,17,44,61,152,1105,1257,8,47,55,215,1311,1526
IARE703003,109,305,414,79,922,1001,3,40,43,8,106,114,90,1068,1158,22,79,101,221,1452,1673
IARE703004,93,217,310,37,363,400,6,21,27,3,30,33,46,414,460,11,26,37,150,657,807
IARE703005,110,809,919,189,4767,4956,4,208,212,25,573,598,218,5548,5766,102,251,353,430,6608,7038
IARE703006,81,215,296,154,843,997,5,44,49,19,51,70,178,938,1116,17,56,73,276,1209,1485
IARE703007,119,842,961,300,3553,3853,27,223,250,24,258,282,351,4034,4385,31,200,231,501,5076,5577
IARE703008,66,144,210,72,528,600,6,26,32,22,45,67,100,599,699,12,44,56,178,787,965
IARE703009,66,195,261,70,909,979,3,39,42,5,81,86,78,1029,1107,12,37,49,156,1261,1417
IARE703010,55,188,243,93,937,1030,7,53,60,13,67,80,113,1057,1170,15,49,64,183,1294,1477
IARE703011,49,262,311,103,1177,1280,10,46,56,15,66,81,128,1289,1417,16,61,77,193,1612,1805
IARE703012,52,364,416,75,1630,1705,0,82,82,13,157,170,88,1869,1957,14,87,101,154,2320,2474
IARE703013,348,974,1322,657,5740,6397,17,199,216,100,465,565,774,6404,7178,70,245,315,1192,7623,8815
IARE703014,58,318,376,144,2043,2187,4,83,87,16,129,145,164,2255,2419,16,116,132,238,2689,2927
IARE704001,176,59,235,37,122,159,0,6,6,5,18,23,42,146,188,5,19,24,223,224,447
IARE704002,68,79,147,61,296,357,0,16,16,3,33,36,64,345,409,7,24,31,139,448,587
IARE704003,196,10,206,8,53,61,3,3,6,0,10,10,11,66,77,3,9,12,210,85,295
IARE704004,150,5,155,14,47,61,0,0,0,73,7,80,87,54,141,7,4,11,244,63,307
IARE704005,277,14,291,9,53,62,0,0,0,3,12,15,12,65,77,3,0,3,292,79,371
IARE704006,402,13,415,32,65,97,3,3,6,19,3,22,54,71,125,15,6,21,471,90,561
IARE705001,79,5,84,8,39,47,0,3,3,18,6,24,26,48,74,21,19,40,126,72,198
IARE705002,75,5,80,5,12,17,0,0,0,0,4,4,5,16,21,0,3,3,80,24,104
IARE705003,198,37,235,12,100,112,0,6,6,18,13,31,30,119,149,3,12,15,231,168,399
IARE705004,119,38,157,8,52,60,0,0,0,0,3,3,8,55,63,5,18,23,132,111,243
IARE705005,289,323,612,178,1439,1617,16,76,92,61,150,211,255,1665,1920,129,134,263,673,2122,2795
IARE705006,53,0,53,4,27,31,3,3,6,18,3,21,25,33,58,0,0,0,78,33,111
IARE705007,49,3,52,3,17,20,0,3,3,37,3,40,40,23,63,8,0,8,97,26,123
IARE705008,76,19,95,7,54,61,0,3,3,0,6,6,7,63,70,3,24,27,86,106,192
IARE705009,54,18,72,0,22,22,0,0,0,0,0,0,0,22,22,3,4,7,57,44,101
IARE706001,196,29,225,46,221,267,6,12,18,8,12,20,60,245,305,6,4,10,262,278,540
IARE706002,91,0,91,5,16,21,0,0,0,0,3,3,5,19,24,4,0,4,100,19,119
IARE706003,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82,3,85
IARE706004,164,10,174,12,55,67,0,6,6,4,15,19,16,76,92,4,3,7,184,89,273
IARE706005,43,76,119,68,917,985,6,28,34,9,51,60,83,996,1079,0,23,23,126,1095,1221
IARE706006,58,5,63,18,7,25,3,0,3,0,6,6,21,13,34,7,3,10,86,21,107
IARE706007,146,4,150,54,44,98,0,4,4,0,6,6,54,54,108,0,0,0,200,58,258
IARE706008,56,3,59,8,46,54,0,4,4,5,8,13,13,58,71,7,0,7,76,61,137
IARE707001,61,3,64,4,14,18,0,0,0,0,3,3,4,17,21,3,3,6,68,23,91
IARE707002,71,6,77,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,71,14,85
IARE707003,78,18,96,11,53,64,0,4,4,3,0,3,14,57,71,9,17,26,101,92,193
IARE707004,20,4,24,14,8,22,0,0,0,7,5,12,21,13,34,12,3,15,53,20,73
IARE707005,189,83,272,75,337,412,7,23,30,20,35,55,102,395,497,43,34,77,334,512,846
IARE707006,52,0,52,6,14,20,0,0,0,0,0,0,6,14,20,3,0,3,61,14,75
IARE794994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE797997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE801001,183,7568,7751,804,51749,52553,26,1964,1990,82,3216,3298,912,56929,57841,35,1578,1613,1130,66075,67205
IARE801002,220,7305,7525,912,47916,48828,36,1804,1840,84,2298,2382,1032,52018,53050,61,1412,1473,1313,60735,62048
IARE801003,3,27,30,0,126,126,0,7,7,0,6,6,0,139,139,0,3,3,3,169,172
IARE894994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE897997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE901001,0,131,131,5,266,271,0,19,19,0,13,13,5,298,303,0,29,29,5,458,463
IARE901002,0,41,41,3,87,90,0,3,3,0,4,4,3,94,97,0,5,5,3,140,143
IARE902001,35,5,40,21,17,38,4,0,4,4,0,4,29,17,46,0,3,3,64,25,89
IARE994994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE997997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
