region_id,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
ILOC10100101,151,137,133,270,81,86,167,295,278,573,83,75,158,459,439,898
ILOC10100201,323,397,425,822,402,504,906,1387,1581,2968,193,179,372,1982,2264,4246
ILOC10100202,176,160,147,307,76,85,161,266,350,616,99,91,190,441,526,967
ILOC10100203,231,254,244,498,157,141,298,789,908,1697,144,111,255,1090,1160,2250
ILOC10100204,351,288,242,530,88,79,167,875,848,1723,200,174,374,1163,1101,2264
ILOC10100205,160,219,226,445,270,257,527,686,725,1411,98,87,185,1054,1069,2123
ILOC10100301,174,163,177,340,111,106,217,371,464,835,91,98,189,573,668,1241
ILOC10100401,110,110,143,253,192,166,358,275,357,632,62,57,119,529,580,1109
ILOC10100402,82,65,61,126,34,45,79,216,209,425,47,38,85,297,292,589
ILOC10100403,21,36,41,77,42,48,90,61,89,150,14,7,21,117,144,261
ILOC10100501,449,426,435,861,175,167,342,1074,1202,2276,250,221,471,1499,1590,3089
ILOC10100502,183,161,158,319,42,52,94,420,448,868,106,90,196,568,590,1158
ILOC10100503,25,40,25,65,41,47,88,54,70,124,16,9,25,111,126,237
ILOC10100601,69,100,92,192,54,91,145,220,281,501,47,30,77,321,402,723
ILOC10100701,127,128,115,243,103,90,193,230,263,493,72,64,136,405,417,822
ILOC10100702,201,242,190,432,91,80,171,651,626,1277,120,94,214,862,800,1662
ILOC10100801,194,204,217,421,249,212,461,327,348,675,104,97,201,680,657,1337
ILOC10100802,114,541,149,690,314,91,405,568,457,1025,70,56,126,952,604,1556
ILOC10200101,1074,821,938,1759,313,377,690,3722,4104,7826,544,606,1150,4579,5087,9666
ILOC10200201,256,404,281,685,125,108,233,960,995,1955,158,123,281,1243,1226,2469
ILOC10200301,300,334,342,676,229,218,447,679,812,1491,169,151,320,1077,1181,2258
ILOC10200302,163,149,137,286,54,45,99,478,493,971,99,81,180,631,619,1250
ILOC10200401,149,147,151,298,53,60,113,447,468,915,94,77,171,594,605,1199
ILOC10200402,12,20,13,33,39,35,74,33,33,66,9,3,12,81,71,152
ILOC10200501,64,127,114,241,39,43,82,497,494,991,45,33,78,581,570,1151
ILOC10200502,399,543,581,1124,225,212,437,1793,2018,3811,272,186,458,2290,2416,4706
ILOC10200601,142,159,129,288,26,33,59,363,398,761,88,68,156,477,499,976
ILOC10200602,51,106,101,207,73,85,158,262,263,525,33,24,57,368,372,740
ILOC10200603,0,0,0,0,17,9,26,0,0,0,0,0,0,17,9,26
ILOC10200604,25,35,46,81,43,39,82,115,121,236,12,18,30,170,178,348
ILOC10200701,182,171,139,310,62,68,130,220,245,465,113,76,189,395,389,784
ILOC10200702,415,297,307,604,175,185,360,223,207,430,200,224,424,598,616,1214
ILOC10200703,66,50,50,100,50,34,84,144,159,303,33,36,69,227,229,456
ILOC10200704,54,38,34,72,58,67,125,13,7,20,30,27,57,101,101,202
ILOC10200801,3,9,9,18,73,67,140,24,17,41,3,3,6,100,87,187
ILOC10200802,115,147,95,242,38,47,85,467,438,905,85,42,127,590,527,1117
ILOC10200803,20,17,33,50,18,41,59,39,45,84,8,12,20,65,98,163
ILOC10200804,0,11,6,17,45,42,87,14,13,27,0,0,0,59,55,114
ILOC10200901,482,462,450,912,131,142,273,1274,1317,2591,278,242,520,1683,1701,3384
ILOC10200902,229,459,166,625,72,22,94,722,529,1251,129,118,247,923,669,1592
ILOC10201001,174,200,216,416,109,127,236,499,558,1057,89,92,181,697,777,1474
ILOC10201002,217,244,211,455,90,91,181,628,709,1337,130,105,235,848,905,1753
ILOC10201003,86,71,70,141,63,63,126,134,142,276,44,42,86,241,247,488
ILOC10201101,1534,1471,1440,2911,757,779,1536,4270,4312,8582,822,797,1619,5849,5888,11737
ILOC10201102,402,481,454,935,207,224,431,1884,2037,3921,231,214,445,2322,2475,4797
ILOC10201201,0,3,0,3,17,16,33,0,0,0,0,0,0,17,16,33
ILOC10201202,299,301,263,564,69,79,148,617,763,1380,186,134,320,872,976,1848
ILOC10201301,435,425,462,887,126,108,234,1497,1604,3101,225,239,464,1848,1951,3799
ILOC10201401,169,152,137,289,54,67,121,655,712,1367,100,89,189,809,868,1677
ILOC10201402,55,94,98,192,54,50,104,292,368,660,31,24,55,377,442,819
ILOC10300101,232,189,186,375,140,174,314,79,102,181,138,108,246,357,384,741
ILOC10300102,75,67,44,111,14,10,24,83,76,159,50,34,84,147,120,267
ILOC10300201,37,36,35,71,92,100,192,12,19,31,21,19,40,125,138,263
ILOC10300202,34,26,24,50,35,42,77,32,30,62,16,18,34,83,90,173
ILOC10300203,0,0,3,3,17,36,53,0,9,9,0,0,0,17,45,62
ILOC10300301,279,239,210,449,101,90,191,431,458,889,166,126,292,698,674,1372
ILOC10300302,0,0,0,0,23,18,41,0,0,0,0,0,0,23,18,41
ILOC10300401,136,138,132,270,152,183,335,109,151,260,78,70,148,339,404,743
ILOC10300402,35,44,30,74,25,15,40,121,123,244,20,19,39,166,157,323
ILOC10300403,11,14,10,24,24,26,50,20,22,42,6,5,11,50,53,103
ILOC10300501,861,901,930,1831,333,317,650,1867,2012,3879,441,464,905,2641,2793,5434
ILOC10300502,41,92,33,125,45,13,58,131,147,278,31,13,44,207,173,380
ILOC10300503,31,46,17,63,42,36,78,16,18,34,23,8,31,81,62,143
ILOC10300504,0,5,15,20,70,92,162,8,16,24,0,0,0,78,108,186
ILOC10300601,10,18,15,33,30,34,64,18,13,31,5,5,10,53,52,105
ILOC10300602,0,4,9,13,8,27,35,0,0,0,0,0,0,8,27,35
ILOC10300603,90,107,78,185,86,84,170,117,89,206,54,45,99,257,218,475
ILOC10300604,0,3,0,3,13,16,29,0,0,0,0,0,0,13,16,29
ILOC10300605,108,137,105,242,155,170,325,66,62,128,66,51,117,287,283,570
ILOC10300606,174,162,109,271,25,30,55,223,235,458,114,60,174,362,325,687
ILOC10400101,15,33,28,61,33,39,72,141,165,306,9,6,15,183,210,393
ILOC10400102,510,571,614,1185,115,151,266,1541,1745,3286,282,260,542,1938,2156,4094
ILOC10400103,525,508,512,1020,83,94,177,2686,2902,5588,306,274,580,3075,3270,6345
ILOC10400201,1348,1124,1024,2148,113,118,231,3415,3844,7259,796,634,1430,4324,4596,8920
ILOC10400301,839,806,782,1588,184,198,382,2066,2163,4229,472,420,892,2722,2781,5503
ILOC10400302,520,1001,515,1516,256,165,421,2566,2273,4839,318,273,591,3140,2711,5851
ILOC10400303,323,391,444,835,164,173,337,1422,1513,2935,171,188,359,1757,1874,3631
ILOC10400401,26,24,21,45,15,14,29,24,30,54,13,13,26,52,57,109
ILOC10400402,182,198,154,352,56,75,131,575,580,1155,118,87,205,749,742,1491
ILOC10400403,625,945,774,1719,393,342,735,2648,2732,5380,344,361,705,3385,3435,6820
ILOC10400404,195,178,216,394,62,74,136,513,585,1098,98,102,200,673,761,1434
ILOC10400405,333,404,397,801,132,124,256,1503,1640,3143,186,187,373,1821,1951,3772
ILOC10400501,238,325,304,629,88,83,171,1492,1681,3173,156,118,274,1736,1882,3618
ILOC10400502,34,43,33,76,54,53,107,105,92,197,24,19,43,183,164,347
ILOC10400503,1749,1777,1859,3636,407,511,918,6234,6881,13115,985,935,1920,7626,8327,15953
ILOC10400504,106,114,121,235,51,54,105,304,347,651,57,58,115,412,459,871
ILOC10400505,208,242,257,499,54,69,123,969,1059,2028,137,93,230,1160,1221,2381
ILOC10400506,170,201,252,453,127,121,248,473,532,1005,80,96,176,680,749,1429
ILOC10400507,368,420,432,852,167,211,378,1741,1938,3679,216,187,403,2124,2336,4460
ILOC10400601,251,263,260,523,49,70,119,940,999,1939,143,122,265,1132,1191,2323
ILOC10400602,94,142,124,266,44,48,92,462,479,941,63,47,110,569,574,1143
ILOC10400701,2151,1991,2115,4106,230,247,477,8249,8969,17218,1212,1123,2335,9691,10339,20030
ILOC10400702,3800,3427,3611,7038,550,522,1072,11023,12171,23194,2105,1950,4055,13678,14643,28321
ILOC10400801,552,579,524,1103,124,111,235,1508,1643,3151,330,271,601,1962,2025,3987
ILOC10400802,640,520,621,1141,101,121,222,1151,1248,2399,305,363,668,1557,1732,3289
ILOC10400803,193,217,227,444,46,33,79,456,507,963,112,97,209,614,637,1251
ILOC10400901,227,263,327,590,261,279,540,573,697,1270,110,138,248,944,1114,2058
ILOC10400902,428,904,448,1352,314,192,506,1602,1376,2978,256,224,480,2172,1792,3964
ILOC10400903,66,53,47,100,34,29,63,77,77,154,37,33,70,148,139,287
ILOC10400904,73,82,87,169,114,122,236,260,220,480,35,52,87,409,394,803
ILOC10400905,152,175,170,345,57,68,125,412,455,867,78,77,155,547,600,1147
ILOC10401001,295,322,286,608,59,52,111,902,1040,1942,181,143,324,1142,1235,2377
ILOC10401002,17,16,30,46,38,43,81,56,49,105,3,14,17,97,106,203
ILOC10401101,1597,1721,1783,3504,361,385,746,7253,7597,14850,908,851,1759,8522,8833,17355
ILOC10401102,1556,1774,1835,3609,383,462,845,9073,9521,18594,935,798,1733,10391,10781,21172
ILOC10401103,1113,1430,1416,2846,375,377,752,6034,6229,12263,670,574,1244,7079,7180,14259
ILOC10401201,242,292,322,614,197,228,425,1455,1663,3118,140,138,278,1792,2029,3821
ILOC10401202,386,324,316,640,83,84,167,1262,1350,2612,215,198,413,1560,1632,3192
ILOC10401203,185,208,203,411,89,83,172,1066,1200,2266,98,104,202,1253,1387,2640
ILOC10401204,426,405,316,721,72,77,149,1548,1674,3222,277,193,470,1897,1944,3841
ILOC10401301,1903,1989,1949,3938,495,539,1034,8423,8935,17358,1118,965,2083,10036,10439,20475
ILOC10401401,2103,1816,1579,3395,212,222,434,6031,6415,12446,1225,993,2218,7468,7630,15098
ILOC10401402,1109,1276,1347,2623,326,327,653,6091,6146,12237,652,581,1233,7069,7054,14123
ILOC10401403,1583,1636,1579,3215,252,251,503,6802,7364,14166,1025,791,1816,8079,8406,16485
ILOC10401501,818,823,818,1641,142,141,283,2670,2852,5522,462,424,886,3274,3417,6691
ILOC10401502,1133,1210,1229,2439,281,287,568,4382,4899,9281,665,569,1234,5328,5755,11083
ILOC10401503,131,171,194,365,96,96,192,649,750,1399,80,74,154,825,920,1745
ILOC10401601,39,47,43,90,18,29,47,79,82,161,27,18,45,124,129,253
ILOC10401602,220,202,197,399,60,57,117,1148,1312,2460,133,118,251,1341,1487,2828
ILOC10401603,1021,805,778,1583,68,66,134,1760,1986,3746,570,493,1063,2398,2545,4943
ILOC10401604,846,746,754,1500,135,165,300,2723,2784,5507,471,426,897,3329,3375,6704
ILOC10401605,400,449,477,926,190,197,387,1512,1619,3131,222,211,433,1924,2027,3951
ILOC10401701,332,402,427,829,179,228,407,1075,1181,2256,190,166,356,1444,1575,3019
ILOC10401702,48,66,71,137,44,46,90,124,138,262,25,29,54,193,213,406
ILOC10401703,286,311,273,584,84,67,151,1161,1275,2436,170,151,321,1415,1493,2908
ILOC10401801,707,728,619,1347,177,202,379,2825,2910,5735,440,338,778,3442,3450,6892
ILOC10401901,6,6,11,17,27,23,50,40,33,73,3,3,6,70,59,129
ILOC10401902,630,626,692,1318,319,312,631,1750,1984,3734,347,334,681,2416,2630,5046
ILOC10401903,840,779,745,1524,158,165,323,2459,2650,5109,469,430,899,3086,3245,6331
ILOC10401904,131,151,167,318,49,53,102,511,519,1030,74,70,144,634,642,1276
ILOC10402001,912,758,768,1526,113,134,247,2357,2598,4955,497,482,979,2967,3214,6181
ILOC10402002,290,341,288,629,118,100,218,1419,1541,2960,177,146,323,1714,1787,3501
ILOC10402003,1737,1815,2139,3954,418,432,850,5214,6075,11289,926,946,1872,6558,7453,14011
ILOC10402101,2173,2468,2698,5166,720,715,1435,9018,9893,18911,1196,1150,2346,10934,11758,22692
ILOC10402102,2349,2405,2549,4954,481,520,1001,8501,9365,17866,1324,1211,2535,10306,11096,21402
ILOC10500101,302,326,327,653,40,34,74,1776,2152,3928,166,165,331,1982,2351,4333
ILOC10500102,1265,1236,1243,2479,207,201,408,4068,4672,8740,744,620,1364,5019,5493,10512
ILOC10500201,80,79,64,143,15,16,31,114,125,239,56,28,84,185,169,354
ILOC10500202,231,250,169,419,49,60,109,704,663,1367,153,89,242,906,812,1718
ILOC10500203,0,3,8,11,23,29,52,0,0,0,0,0,0,23,29,52
ILOC10500204,11,14,21,35,21,33,54,26,28,54,11,5,16,58,66,124
ILOC10500205,62,68,80,148,20,25,45,108,113,221,33,32,65,161,170,331
ILOC10500301,1425,1945,1310,3255,502,368,870,5661,5444,11105,802,728,1530,6965,6540,13505
ILOC10500401,463,503,527,1030,128,156,284,2269,2450,4719,243,258,501,2640,2864,5504
ILOC10500501,67,72,61,133,18,29,47,344,309,653,53,36,89,415,374,789
ILOC10500502,87,70,74,144,39,35,74,86,69,155,42,48,90,167,152,319
ILOC10500503,20,32,29,61,20,15,35,78,93,171,15,12,27,113,120,233
ILOC10500601,601,714,643,1357,113,111,224,1973,2098,4071,358,300,658,2444,2509,4953
ILOC10500701,475,573,540,1113,114,111,225,2216,2468,4684,278,232,510,2608,2811,5419
ILOC10500801,275,300,302,602,61,67,128,781,897,1678,165,124,289,1007,1088,2095
ILOC10500901,549,576,516,1092,200,174,374,1324,1428,2752,302,277,579,1826,1879,3705
ILOC10501001,271,293,298,591,64,42,106,743,891,1634,153,137,290,960,1070,2030
ILOC10501002,219,229,216,445,35,41,76,674,715,1389,147,91,238,856,847,1703
ILOC10501101,207,284,305,589,187,195,382,979,997,1976,118,118,236,1284,1310,2594
ILOC10501201,1137,1107,950,2057,196,187,383,2971,3002,5973,670,552,1222,3837,3741,7578
ILOC10501202,503,439,502,941,138,170,308,1496,1547,3043,251,283,534,1885,2000,3885
ILOC10501301,367,1148,383,1531,280,88,368,1977,1469,3446,249,179,428,2506,1736,4242
ILOC10501401,79,113,104,217,135,154,289,195,214,409,51,34,85,381,402,783
ILOC10501402,87,96,88,184,27,28,55,295,324,619,53,40,93,375,392,767
ILOC10501403,34,44,39,83,37,44,81,88,91,179,24,19,43,149,154,303
ILOC10501501,766,1082,745,1827,237,174,411,2406,2197,4603,434,392,826,3077,2763,5840
ILOC10501502,139,275,156,431,53,22,75,675,580,1255,83,78,161,811,680,1491
ILOC10501601,1079,1063,845,1908,191,213,404,2598,2730,5328,688,469,1157,3477,3412,6889
ILOC10501701,273,248,266,514,130,137,267,528,608,1136,144,143,287,802,888,1690
ILOC10501801,268,250,230,480,90,91,181,980,1121,2101,175,127,302,1245,1339,2584
ILOC10501802,307,298,261,559,101,102,203,709,709,1418,185,135,320,995,946,1941
ILOC10501803,168,184,184,368,61,66,127,951,1097,2048,102,81,183,1114,1244,2358
ILOC10501804,267,246,257,503,129,115,244,387,459,846,132,141,273,648,715,1363
ILOC10501805,192,161,155,316,25,27,52,432,468,900,114,85,199,571,580,1151
ILOC10501806,184,155,112,267,23,21,44,653,675,1328,110,78,188,786,774,1560
ILOC10501807,89,104,113,217,23,30,53,333,342,675,43,54,97,399,426,825
ILOC10501901,332,344,341,685,87,117,204,1220,1218,2438,174,180,354,1481,1515,2996
ILOC10502001,850,1027,851,1878,131,124,255,3243,3457,6700,511,422,933,3885,4003,7888
ILOC10502101,294,354,366,720,126,141,267,1874,2027,3901,167,165,332,2167,2333,4500
ILOC10502102,236,202,221,423,35,45,80,749,892,1641,137,111,248,921,1048,1969
ILOC10502103,235,228,227,455,36,53,89,1641,1785,3426,133,121,254,1810,1959,3769
ILOC10502104,281,290,276,566,74,69,143,2001,2121,4122,180,157,337,2255,2347,4602
ILOC10502105,336,428,518,946,319,311,630,1660,1852,3512,174,203,377,2153,2366,4519
ILOC10502201,448,409,463,872,77,99,176,1381,1513,2894,253,235,488,1711,1847,3558
ILOC10600101,156,138,181,319,51,66,117,420,502,922,68,99,167,539,667,1206
ILOC10600102,782,739,781,1520,114,110,224,2572,2857,5429,436,405,841,3122,3372,6494
ILOC10600103,47,91,102,193,55,56,111,295,306,601,28,25,53,378,387,765
ILOC10600201,812,688,664,1352,136,176,312,1409,1600,3009,462,402,864,2007,2178,4185
ILOC10600202,10,16,14,30,9,16,25,25,20,45,6,4,10,40,40,80
ILOC10600203,488,456,433,889,114,105,219,1423,1481,2904,262,254,516,1799,1840,3639
ILOC10600204,60,76,93,169,61,53,114,228,266,494,35,33,68,324,352,676
ILOC10600205,87,121,118,239,28,39,67,246,259,505,54,38,92,328,336,664
ILOC10600206,3,7,0,7,34,22,56,0,0,0,3,0,3,37,22,59
ILOC10600301,73,104,99,203,47,46,93,304,310,614,51,40,91,402,396,798
ILOC10600302,1296,1076,1125,2201,416,414,830,2801,3029,5830,677,684,1361,3894,4127,8021
ILOC10600303,2450,2695,2226,4921,490,428,918,6730,6997,13727,1389,1214,2603,8609,8639,17248
ILOC10600401,1426,1292,1052,2344,253,233,486,4618,4923,9541,855,632,1487,5726,5788,11514
ILOC10600402,1900,1608,1239,2847,158,132,290,4214,4292,8506,1094,884,1978,5466,5308,10774
ILOC10600501,821,1378,864,2242,226,142,368,3614,3281,6895,484,381,865,4324,3804,8128
ILOC10600502,862,737,755,1492,97,105,202,2882,3094,5976,467,465,932,3446,3664,7110
ILOC10600503,1290,1259,1334,2593,162,215,377,5181,5833,11014,758,624,1382,6101,6672,12773
ILOC10700101,3796,4867,3164,8031,188,106,294,11963,10460,22423,2358,1804,4162,14509,12370,26879
ILOC10700201,3416,3274,3220,6494,138,133,271,25519,25399,50918,2014,1827,3841,27671,27359,55030
ILOC10700301,201,247,260,507,180,144,324,699,737,1436,109,116,225,988,997,1985
ILOC10700302,154,183,198,381,65,61,126,455,468,923,84,84,168,604,613,1217
ILOC10700303,711,660,619,1279,94,96,190,3779,3907,7686,434,368,802,4307,4371,8678
ILOC10700304,1617,1751,1716,3467,173,163,336,7309,7783,15092,971,856,1827,8453,8802,17255
ILOC10700305,122,137,135,272,21,42,63,359,349,708,70,62,132,450,453,903
ILOC10700306,800,1020,932,1952,187,224,411,4334,4390,8724,484,430,914,5005,5044,10049
ILOC10700307,137,139,151,290,31,37,68,312,331,643,76,67,143,419,435,854
ILOC10700308,217,270,245,515,58,53,111,1524,1522,3046,148,121,269,1730,1696,3426
ILOC10700309,475,531,474,1005,69,56,125,2419,2412,4831,291,261,552,2779,2729,5508
ILOC10700310,83,168,180,348,79,58,137,672,640,1312,56,58,114,807,756,1563
ILOC10700311,282,304,296,600,26,34,60,1776,1690,3466,172,148,320,1974,1872,3846
ILOC10700312,403,486,476,962,46,56,102,1611,1719,3330,242,228,470,1899,2003,3902
ILOC10700313,279,284,289,573,94,82,176,554,627,1181,163,146,309,811,855,1666
ILOC10700314,308,324,320,644,66,70,136,1282,1262,2544,166,167,333,1514,1499,3013
ILOC10700315,921,1054,1007,2061,168,147,315,3375,3381,6756,548,494,1042,4091,4022,8113
ILOC10700316,458,1249,484,1733,199,62,261,5246,4581,9827,285,249,534,5730,4892,10622
ILOC10700317,562,585,579,1164,85,84,169,3761,3768,7529,330,293,623,4176,4145,8321
ILOC10700318,328,441,505,946,52,53,105,1810,1913,3723,202,191,393,2064,2157,4221
ILOC10700319,287,335,295,630,164,102,266,802,796,1598,172,154,326,1138,1052,2190
ILOC10700320,211,256,283,539,101,101,202,643,669,1312,104,131,235,848,901,1749
ILOC10700401,190,218,207,425,40,40,80,1832,1973,3805,116,105,221,1988,2118,4106
ILOC10700402,964,729,725,1454,87,85,172,3336,3451,6787,526,481,1007,3949,4017,7966
ILOC10700403,1295,909,902,1811,72,64,136,1928,2144,4072,689,664,1353,2689,2872,5561
ILOC10700404,333,275,271,546,70,58,128,1442,1593,3035,203,163,366,1715,1814,3529
ILOC10700405,123,134,143,277,38,27,65,1005,1104,2109,78,66,144,1121,1197,2318
ILOC10700501,1805,1539,1505,3044,126,119,245,4936,4863,9799,982,935,1917,6044,5917,11961
ILOC10700601,1542,1510,1421,2931,267,251,518,8037,8526,16563,898,788,1686,9202,9565,18767
ILOC10700701,133,177,199,376,126,141,267,442,495,937,83,77,160,651,713,1364
ILOC10700702,721,512,513,1025,69,84,153,1594,1527,3121,364,386,750,2027,1997,4024
ILOC10700703,416,329,342,671,50,51,101,1001,1108,2109,216,225,441,1267,1384,2651
ILOC10700704,54,63,65,128,12,5,17,240,276,516,32,31,63,284,312,596
ILOC10700705,959,906,874,1780,148,165,313,2984,3263,6247,558,467,1025,3690,3895,7585
ILOC10700706,726,543,597,1140,116,119,235,1609,1643,3252,371,415,786,2096,2177,4273
ILOC10700707,445,484,473,957,61,63,124,2150,2141,4291,255,253,508,2466,2457,4923
ILOC10700708,571,817,1081,1898,136,145,281,2906,3239,6145,294,349,643,3336,3733,7069
ILOC10700709,467,491,495,986,60,84,144,1665,1688,3353,264,256,520,1989,2028,4017
ILOC10700710,397,416,384,800,78,87,165,2022,1985,4007,218,217,435,2318,2289,4607
ILOC10700711,230,282,270,552,53,78,131,1090,1113,2203,137,123,260,1280,1314,2594
ILOC10700712,143,171,130,301,45,40,85,657,646,1303,92,70,162,794,756,1550
ILOC10700713,153,200,190,390,47,50,97,892,1000,1892,81,76,157,1020,1126,2146
ILOC10700801,3265,3072,2933,6005,39,42,81,9154,9319,18473,1865,1706,3571,11058,11067,22125
ILOC10700802,2555,3005,2651,5656,99,107,206,9515,9362,18877,1519,1350,2869,11133,10819,21952
ILOC10700803,1607,1567,1624,3191,140,134,274,6924,7139,14063,898,859,1757,7962,8132,16094
ILOC10700804,6495,6326,5872,12198,136,160,296,19001,18294,37295,3732,3258,6990,22869,21712,44581
ILOC10700901,4004,5034,5048,10082,194,176,370,16768,17521,34289,2360,2270,4630,19322,19967,39289
ILOC10700902,1592,2153,2073,4226,109,86,195,9943,10027,19970,992,929,1921,11044,11042,22086
ILOC10701001,1235,974,820,1794,103,77,180,3324,3379,6703,701,610,1311,4128,4066,8194
ILOC10701002,407,405,429,834,65,74,139,1433,1619,3052,220,221,441,1718,1914,3632
ILOC10701003,694,674,683,1357,187,180,367,3102,3263,6365,410,362,772,3699,3805,7504
ILOC10701101,4172,3992,3860,7852,133,176,309,12937,13157,26094,2425,2110,4535,15495,15443,30938
ILOC10701201,6132,5213,5470,10683,133,177,310,39683,41084,80767,3468,3311,6779,43284,44572,87856
ILOC10701301,3760,3216,3201,6417,98,75,173,16374,16435,32809,2099,1909,4008,18571,18419,36990
ILOC10701401,2193,2216,2289,4505,102,98,200,10426,10575,21001,1227,1144,2371,11755,11817,23572
ILOC10701402,1604,1462,1524,2986,50,55,105,7524,7726,15250,922,847,1769,8496,8628,17124
ILOC10701501,441,466,440,906,61,68,129,2484,2546,5030,282,216,498,2827,2830,5657
ILOC10701502,1402,1750,1748,3498,450,454,904,8110,8557,16667,808,768,1576,9368,9779,19147
ILOC10701601,2441,1685,1610,3295,80,95,175,5165,5889,11054,1306,1201,2507,6551,7185,13736
ILOC10701701,5802,5084,5134,10218,393,373,766,14222,14919,29141,3180,3020,6200,17795,18312,36107
ILOC10701702,2169,2394,2365,4759,171,171,342,11141,11354,22495,1258,1219,2477,12570,12744,25314
ILOC10701801,9,7,5,12,0,0,0,19,25,44,4,5,9,23,30,53
ILOC10701901,4561,3360,2902,6262,188,197,385,8370,9173,17543,2587,2122,4709,11145,11492,22637
ILOC10702001,5949,5015,4920,9935,120,135,255,22908,23570,46478,3396,2932,6328,26424,26637,53061
