region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA10050,123,349,495,650,1145,282,159,4,3,126,354,412,516,928,129,73,3,0,81,363,213,436,649,7901,8080,1648,1711,6618,8170,16167,17961,34128
LGA10110,47,189,229,300,529,106,66,0,0,60,179,166,245,411,67,40,0,0,38,158,105,198,303,3611,3678,812,843,3048,3941,7471,8462,15933
LGA10150,121,298,466,513,979,222,130,0,5,125,269,347,404,751,128,48,6,0,102,293,236,341,577,6956,7014,1386,1372,6522,7668,14864,16054,30918
LGA10200,123,268,504,495,999,204,125,0,0,115,324,319,449,768,115,53,0,0,110,340,225,393,618,13631,13725,1032,970,12275,11506,26938,26201,53139
LGA10250,135,397,597,761,1358,360,256,9,4,161,449,530,709,1239,240,109,8,5,160,452,408,566,974,7227,7345,1363,1426,5123,6591,13713,15362,29075
LGA10300,12,16,34,26,60,11,6,0,0,6,14,17,20,37,4,0,0,0,4,15,8,15,23,410,416,85,88,275,280,770,784,1554
LGA10350,480,1281,1893,2362,4255,1097,651,8,8,481,1489,1586,2148,3734,607,281,9,3,480,1447,1096,1731,2827,34111,34292,2335,2378,27547,31326,63993,67996,131989
LGA10470,100,247,364,499,863,194,110,6,0,87,263,287,373,660,82,38,0,0,58,256,140,294,434,6248,6356,1390,1431,4945,5670,12583,13457,26040
LGA10550,137,260,529,545,1074,232,156,4,3,109,260,345,419,764,136,53,0,3,102,257,238,313,551,5934,6022,1346,1404,3968,4535,11248,11961,23209
LGA10600,55,103,218,225,443,86,45,6,3,40,109,132,157,289,64,29,0,3,36,101,100,133,233,2106,2138,562,609,1647,2058,4315,4805,9120
LGA10650,39,70,158,142,300,86,51,3,0,30,74,119,125,244,48,24,0,0,28,70,76,94,170,1566,1582,253,254,1054,1078,2873,2914,5787
LGA10750,551,1563,1969,2451,4420,790,448,7,3,456,1201,1253,1652,2905,352,156,10,3,258,1039,620,1198,1818,55728,56183,6484,6689,42587,47666,104799,110538,215337
LGA10800,20,46,96,103,199,55,25,0,0,19,60,74,85,159,22,13,0,0,18,51,40,64,104,1145,1158,187,195,731,694,2063,2047,4110
LGA10850,34,49,104,100,204,50,26,0,3,25,55,75,84,159,16,5,0,0,10,31,26,36,62,1292,1313,197,214,891,937,2380,2464,4844
LGA10900,195,593,804,1012,1816,353,215,11,3,170,513,534,731,1265,188,92,4,3,161,587,353,682,1035,13916,14148,2517,2709,9463,11998,25896,28855,54751
LGA10950,17,19,47,40,87,13,10,0,0,8,22,21,32,53,5,0,0,0,6,13,11,13,24,470,485,89,100,380,363,939,948,1887
LGA11000,12,24,35,38,73,11,14,0,0,12,19,23,33,56,14,8,0,0,13,24,27,32,59,455,449,93,89,353,313,901,851,1752
LGA11050,6,24,30,43,73,21,13,0,0,9,24,30,37,67,5,0,0,0,3,25,8,25,33,459,456,67,68,333,345,859,869,1728
LGA11100,124,307,444,523,967,216,112,3,0,104,317,323,429,752,91,40,0,0,88,296,179,336,515,6983,7062,1093,1033,6231,7120,14307,15215,29522
LGA11150,15,15,31,26,57,9,8,0,0,5,16,14,24,38,3,0,0,0,0,12,3,12,15,345,349,132,133,354,386,831,868,1699
LGA11200,9,7,13,12,25,4,3,0,0,5,14,9,17,26,4,3,0,0,3,6,7,9,16,147,142,112,120,286,310,545,572,1117
LGA11250,82,211,284,363,647,146,88,5,0,78,210,229,298,527,59,28,0,0,54,156,113,184,297,2881,2945,692,727,2683,3135,6256,6807,13063
LGA11300,77,254,338,430,768,216,117,0,0,75,269,291,386,677,115,46,0,0,80,257,195,303,498,5785,5861,563,560,5686,6468,12034,12889,24923
LGA11350,72,158,248,318,566,128,83,3,0,73,182,204,265,469,79,32,3,0,69,195,151,227,378,3971,4090,1426,1446,4485,5263,9882,10799,20681
LGA11400,64,102,207,201,408,79,51,3,0,41,70,123,121,244,28,21,0,0,28,84,56,105,161,2622,2655,392,405,1507,1524,4521,4584,9105
LGA11450,75,238,401,442,843,168,95,0,0,76,238,244,333,577,92,53,3,0,60,244,155,297,452,11245,11371,1575,1631,6551,7595,19371,20597,39968
LGA11500,253,701,904,1109,2013,357,228,15,14,179,581,551,823,1374,171,80,9,0,137,473,317,553,870,25170,25417,3911,4025,21673,25300,50754,54742,105496
LGA11520,166,496,793,976,1769,481,245,6,4,162,583,649,832,1481,251,98,3,4,144,603,398,705,1103,14586,14781,2428,2471,10254,12702,27268,29954,57222
LGA11550,399,936,1690,1785,3475,839,453,7,5,326,899,1172,1357,2529,447,186,0,0,250,877,697,1063,1760,26355,26496,2121,2132,21750,22904,50226,51532,101758
LGA11600,7,18,30,31,61,16,9,0,0,11,13,27,22,49,5,3,0,0,3,10,8,13,21,474,470,93,101,384,266,951,837,1788
LGA11700,7,13,12,16,28,3,0,0,0,4,12,7,12,19,0,3,0,0,4,7,4,10,14,237,230,106,107,365,298,708,635,1343
LGA11720,141,346,517,611,1128,210,139,6,5,130,347,346,491,837,97,35,6,0,99,305,202,340,542,8479,8615,1992,2053,6881,7785,17352,18453,35805
LGA11730,246,430,860,893,1753,388,235,16,5,183,428,587,668,1255,185,78,8,3,134,432,327,513,840,8914,9013,1740,1825,6699,7619,17353,18457,35810
LGA11750,9,25,38,48,86,19,6,0,0,8,25,27,31,58,0,0,0,0,8,23,8,23,31,693,708,250,248,668,532,1611,1488,3099
LGA11800,207,513,953,1081,2034,494,288,7,10,197,470,698,768,1466,253,123,3,3,206,561,462,687,1149,11947,12175,2424,2511,9163,11109,23534,25795,49329
LGA11860,0,8,10,11,21,4,5,0,0,4,3,8,8,16,4,0,0,0,3,3,7,3,10,330,325,55,56,192,117,577,498,1075
LGA12000,18,38,64,75,139,39,22,0,0,16,23,55,45,100,18,8,0,0,5,36,23,44,67,815,825,96,102,457,520,1368,1447,2815
LGA12050,37,76,151,134,285,46,29,0,0,34,96,80,125,205,44,19,0,0,27,88,71,107,178,1742,1768,354,358,1281,1400,3377,3526,6903
LGA12150,17,26,62,61,123,26,12,0,0,14,34,40,46,86,8,5,0,0,6,29,14,34,48,611,613,172,168,618,610,1401,1391,2792
LGA12200,26,45,128,129,257,68,48,0,0,23,96,91,144,235,23,7,0,0,18,81,41,88,129,1439,1467,196,203,860,1081,2495,2751,5246
LGA12300,67,87,232,231,463,117,66,4,0,51,95,172,161,333,55,18,0,3,40,106,95,127,222,2204,2239,367,375,1420,1409,3991,4023,8014
LGA12350,54,100,186,217,403,95,55,4,3,52,118,151,176,327,45,29,0,0,37,115,82,144,226,2232,2256,400,417,1671,1749,4303,4422,8725
LGA12500,25,82,118,148,266,64,42,3,0,38,66,105,108,213,24,5,0,0,34,90,58,95,153,1200,1215,253,254,984,1191,2437,2660,5097
LGA12600,111,278,380,493,873,200,119,9,0,103,235,312,354,666,102,47,0,0,69,243,171,290,461,6237,6507,1400,1501,4753,6157,12390,14165,26555
LGA12700,33,43,121,97,218,35,20,3,0,28,60,66,80,146,23,12,0,0,23,67,46,79,125,1675,1707,277,288,1099,1072,3051,3067,6118
LGA12750,186,331,728,728,1456,351,212,13,6,170,341,534,559,1093,167,100,0,3,133,332,300,435,735,6741,6820,1277,1322,4563,5204,12581,13346,25927
LGA12850,437,1255,1899,2201,4100,914,434,6,4,378,1153,1298,1591,2889,417,156,4,4,305,929,726,1089,1815,34521,34704,2265,2275,31812,35482,68598,72461,141059
LGA12900,41,92,143,171,314,52,36,0,0,35,90,87,126,213,29,12,0,0,22,74,51,86,137,1645,1666,280,289,1214,1314,3139,3269,6408
LGA12950,16,38,63,70,133,36,20,0,0,22,36,58,56,114,15,7,0,0,10,34,25,41,66,790,822,120,129,521,622,1431,1573,3004
LGA13010,43,79,143,154,297,65,36,0,3,30,101,95,140,235,30,17,0,0,20,75,50,92,142,1527,1540,315,317,1147,1307,2989,3164,6153
LGA13050,22,56,81,115,196,60,26,0,0,14,67,74,93,167,25,12,0,0,20,39,45,51,96,997,1005,156,165,629,665,1782,1835,3617
LGA13100,568,1571,2218,2873,5091,1235,859,32,19,584,1671,1851,2549,4400,771,435,18,7,593,1812,1382,2254,3636,29140,29563,5135,5293,22028,27795,56303,62651,118954
LGA13310,108,232,337,414,751,169,101,0,3,78,229,247,333,580,78,45,0,0,58,199,136,244,380,4644,4725,1004,1017,3721,4290,9369,10032,19401
LGA13320,236,358,874,896,1770,466,287,13,9,211,382,690,678,1368,216,122,8,3,153,401,377,526,903,6673,6779,1117,1148,4502,5332,12292,13259,25551
LGA13340,30,66,104,130,234,60,38,0,0,38,67,98,105,203,37,9,0,0,29,63,66,72,138,1968,1998,256,254,1247,1202,3471,3454,6925
LGA13380,221,434,846,857,1703,402,248,11,6,180,410,593,664,1257,203,79,0,0,151,421,354,500,854,8518,8622,1567,1589,6045,7355,16130,17566,33696
LGA13450,74,164,291,331,622,162,84,0,3,61,173,223,260,483,89,35,0,0,39,164,128,199,327,4539,4590,661,670,3133,3290,8333,8550,16883
LGA13500,16,29,50,55,105,20,13,0,0,10,30,30,43,73,17,9,0,0,8,31,25,40,65,680,696,152,161,492,438,1324,1295,2619
LGA13550,52,105,187,196,383,72,48,0,3,39,103,111,154,265,31,10,0,0,28,104,59,114,173,2119,2148,415,423,1608,1737,4142,4308,8450
LGA13650,15,33,51,68,119,29,9,0,3,18,44,47,56,103,13,4,0,0,11,28,24,32,56,763,770,174,178,581,576,1518,1524,3042
LGA13660,30,37,102,80,182,24,15,0,3,16,52,40,70,110,12,7,0,0,16,48,28,55,83,981,993,188,195,638,619,1807,1807,3614
LGA13700,17,31,51,72,123,26,12,0,0,18,32,44,44,88,16,7,0,0,10,29,26,36,62,700,714,113,119,444,493,1257,1326,2583
LGA13800,115,310,473,559,1032,212,147,8,3,120,292,340,442,782,114,61,5,4,98,308,217,373,590,11194,11400,2017,2080,8415,9213,21626,22693,44319
LGA13850,23,27,63,51,114,16,6,0,0,13,25,29,31,60,7,0,0,0,10,19,17,19,36,509,525,102,102,402,416,1013,1043,2056
LGA13950,246,641,899,1066,1965,412,235,8,3,224,659,644,897,1541,209,91,3,3,174,610,386,704,1090,19186,19266,1569,1604,14756,16209,35511,37079,72590
LGA14000,267,908,1562,1868,3430,923,624,10,4,308,981,1241,1609,2850,541,245,5,4,358,1179,904,1428,2332,33851,34433,2654,2693,20092,23706,56597,60832,117429
LGA14100,33,91,149,174,323,97,67,0,0,29,116,126,183,309,64,25,0,4,46,157,110,186,296,2499,2528,298,283,1440,2010,4237,4821,9058
LGA14150,211,591,992,1169,2161,501,331,8,3,188,659,697,993,1690,336,136,4,4,217,778,557,918,1475,15940,16124,1503,1496,11674,14068,29117,31688,60805
LGA14200,69,141,241,265,506,123,49,3,3,37,146,163,198,361,43,19,0,0,39,159,82,178,260,2887,2936,529,536,2041,2357,5457,5829,11286
LGA14250,0,9,14,15,29,12,18,0,0,12,6,24,24,48,12,4,0,0,0,12,12,16,28,301,292,40,37,188,154,529,483,1012
LGA14300,18,37,59,68,127,20,6,0,0,19,40,39,46,85,12,6,0,0,9,40,21,46,67,937,946,159,170,655,691,1751,1807,3558
LGA14350,126,226,440,404,844,174,128,4,0,121,214,299,342,641,104,44,0,0,91,232,195,276,471,4561,4616,962,1001,4028,4460,9551,10077,19628
LGA14400,58,166,318,369,687,182,101,5,3,55,184,242,288,530,90,56,0,0,79,221,169,277,446,4264,4352,512,540,2387,2825,7163,7717,14880
LGA14450,108,334,634,703,1337,341,198,4,0,117,410,462,608,1070,221,113,0,0,142,474,363,587,950,11445,11552,1113,1089,8152,9683,20710,22324,43034
LGA14500,198,703,1454,1613,3067,884,647,15,0,237,862,1136,1509,2645,638,326,5,0,294,1107,937,1433,2370,24253,24867,1353,1323,11988,15926,37594,42116,79710
LGA14550,37,69,133,150,283,57,28,0,3,24,79,81,110,191,32,10,0,0,28,72,60,82,142,1559,1593,386,397,1373,1367,3318,3357,6675
LGA14600,43,45,116,94,210,46,39,0,3,26,36,72,78,150,28,14,0,0,18,57,46,71,117,1167,1169,246,252,893,862,2306,2283,4589
LGA14650,641,1578,2717,3161,5878,1413,956,20,16,617,1612,2050,2584,4634,797,402,10,7,555,1594,1362,2003,3365,36029,36717,5882,6107,25686,30120,67597,72944,140541
LGA14700,60,198,264,363,627,139,94,0,0,61,212,200,306,506,104,53,6,0,66,274,176,327,503,6071,6175,971,921,4024,5165,11066,12261,23327
LGA14750,33,86,132,166,298,47,16,0,0,22,88,69,104,173,16,8,0,0,30,64,46,72,118,1828,1854,335,348,1335,1491,3498,3693,7191
LGA14800,106,293,337,443,780,131,72,3,3,106,244,240,319,559,66,26,3,3,64,242,133,271,404,7951,8105,3128,3151,6639,9492,17718,20748,38466
LGA14850,126,295,466,552,1018,249,160,0,3,102,321,351,484,835,119,52,3,0,96,322,218,374,592,6712,6785,1703,1779,6325,7487,14740,16051,30791
LGA14870,96,166,290,281,571,112,80,3,0,68,154,183,234,417,43,17,3,0,29,161,75,178,253,3421,3454,717,718,2944,3109,7082,7281,14363
LGA14900,322,928,1230,1476,2706,522,259,3,8,240,760,765,1027,1792,213,78,6,3,186,571,405,652,1057,33593,33894,3077,3150,25271,27952,61941,64996,126937
LGA14920,44,59,135,127,262,47,32,4,3,24,61,75,96,171,26,9,0,0,35,55,61,64,125,1368,1373,263,282,1043,1041,2674,2696,5370
LGA14950,12,16,54,34,88,32,18,0,0,16,21,48,39,87,9,3,0,0,12,28,21,31,52,636,620,64,64,394,329,1094,1013,2107
LGA15050,141,402,647,792,1439,295,171,7,7,113,461,415,639,1054,152,87,7,0,110,425,269,512,781,12369,12663,2396,2484,8510,10084,23275,25231,48506
LGA15150,79,225,358,433,791,227,162,10,3,65,268,302,433,735,156,68,0,0,113,352,269,420,689,6995,7130,1873,1867,4933,5962,13801,14959,28760
LGA15200,211,411,655,758,1413,277,141,4,0,146,344,427,485,912,135,50,0,0,102,313,237,363,600,10157,10216,4515,4560,12990,14895,27662,29671,57333
LGA15270,89,161,312,330,642,126,77,0,0,68,162,194,239,433,56,20,0,0,61,148,117,168,285,3953,4023,863,882,2905,2958,7721,7863,15584
LGA15300,44,73,127,114,241,33,26,0,0,23,66,56,92,148,15,4,0,0,22,67,37,71,108,1960,1967,574,598,1823,1776,4357,4341,8698
LGA15350,56,201,248,340,588,166,105,0,0,62,220,228,325,553,124,61,0,0,75,326,199,387,586,5015,5176,877,857,2991,4710,8883,10743,19626
LGA15500,31,67,132,137,269,61,34,4,0,32,59,97,93,190,25,16,0,0,21,43,46,59,105,1391,1418,237,245,834,853,2462,2516,4978
LGA15550,12,7,36,27,63,10,6,3,0,7,12,20,18,38,5,4,0,0,0,5,5,9,14,396,391,85,86,328,256,809,733,1542
LGA15650,47,93,124,162,286,47,30,0,0,33,77,80,107,187,23,6,3,0,19,68,45,74,119,2529,2556,664,682,2138,1986,5331,5224,10555
LGA15700,115,194,358,383,741,154,126,11,5,82,205,247,336,583,132,62,9,5,87,196,228,263,491,3231,3265,682,725,2711,3127,6624,7117,13741
LGA15750,56,104,161,185,346,60,45,0,3,33,87,93,135,228,47,17,0,3,21,67,68,87,155,2315,2336,459,468,1659,1675,4433,4479,8912
LGA15800,33,50,101,94,195,44,26,0,0,26,64,70,90,160,13,13,0,0,20,54,33,67,100,1018,1031,159,162,818,866,1995,2059,4054
LGA15850,34,60,88,91,179,37,23,0,0,15,42,52,65,117,15,8,0,0,9,36,24,44,68,1110,1132,205,202,851,934,2166,2268,4434
LGA15900,431,1206,1571,2125,3696,804,634,13,10,474,1347,1291,1991,3282,532,247,5,0,424,1397,961,1644,2605,23349,23732,5710,5919,24225,27102,53284,56753,110037
LGA15950,123,393,463,614,1077,180,122,9,3,128,374,317,499,816,141,61,3,3,119,465,263,529,792,9581,9711,3697,3534,9081,12346,22359,25591,47950
LGA16100,20,31,65,59,124,28,14,0,0,19,29,47,43,90,9,4,3,0,12,31,24,35,59,946,959,183,188,657,582,1786,1729,3515
LGA16150,106,278,423,523,946,174,112,8,0,66,290,248,402,650,96,54,3,3,84,288,183,345,528,6133,6280,1305,1350,4885,6037,12323,13667,25990
LGA16180,40,43,118,90,208,45,25,0,0,21,43,66,68,134,14,3,0,0,17,41,31,44,75,2874,2882,570,560,1499,1537,4943,4979,9922
LGA16200,72,122,208,236,444,105,63,0,3,61,122,166,188,354,57,31,0,0,30,124,87,155,242,2452,2497,476,490,1876,2119,4804,5106,9910
LGA16250,388,923,1491,1701,3192,748,433,10,6,294,1004,1052,1443,2495,375,189,5,5,327,1146,707,1340,2047,31650,31796,2990,3044,25770,27212,60410,62052,122462
LGA16350,333,867,1212,1438,2650,476,275,7,5,274,767,757,1047,1804,250,124,5,6,215,746,470,876,1346,31737,32098,5670,5853,25473,28691,62880,66642,129522
LGA16370,115,361,606,753,1359,358,230,10,8,140,402,508,640,1148,227,102,4,4,163,497,394,603,997,11547,11754,1677,1726,6662,7875,19886,21355,41241
LGA16380,312,742,1470,1662,3132,789,504,23,11,267,795,1079,1310,2389,404,196,9,3,306,857,719,1056,1775,14078,14334,2402,2455,8838,11541,25318,28330,53648
LGA16400,213,506,941,1048,1989,450,291,17,0,173,469,640,760,1400,229,110,3,3,161,475,393,588,981,12073,12317,2218,2263,8147,9463,22438,24043,46481
LGA16470,76,186,262,306,568,127,69,0,0,55,179,182,248,430,37,14,0,0,53,207,90,221,311,6464,6604,1513,1513,5605,5800,13582,13917,27499
LGA16550,313,862,1199,1481,2680,658,411,0,3,314,962,972,1376,2348,399,155,4,3,326,997,729,1155,1884,19222,19445,4949,5006,20594,24669,44765,49120,93885
LGA16610,105,207,363,402,765,174,92,6,3,77,202,257,297,554,67,35,3,0,75,230,145,265,410,3763,3821,820,843,3098,3473,7681,8137,15818
LGA16650,268,717,1189,1378,2567,633,329,3,3,260,686,896,1018,1914,349,167,4,3,263,906,616,1076,1692,18470,18608,2258,2185,15184,16833,35912,37626,73538
LGA16700,269,744,1143,1383,2526,635,398,3,0,258,885,896,1283,2179,353,171,0,0,275,913,628,1084,1712,19873,20072,2314,2326,15264,18690,37451,41088,78539
LGA16900,160,456,712,841,1553,349,197,9,6,157,438,515,641,1156,147,77,3,3,96,326,246,406,652,12014,12203,1903,1976,8516,9926,22433,24105,46538
LGA16950,448,885,1763,1887,3650,874,597,25,10,362,855,1261,1462,2723,448,185,10,3,327,801,785,989,1774,17107,17403,2989,3116,12022,14049,32118,34568,66686
LGA17000,48,86,184,188,372,76,55,0,4,31,112,107,171,278,37,17,0,0,24,81,61,98,159,4138,4232,871,897,3002,2694,8011,7823,15834
LGA17050,18,31,68,65,133,30,17,0,3,16,19,46,39,85,6,3,0,0,12,25,18,28,46,1118,1128,281,292,881,746,2280,2166,4446
LGA17100,85,227,331,394,725,174,86,0,0,58,204,232,290,522,82,42,3,5,77,253,162,300,462,6725,6784,535,538,5873,6034,13133,13356,26489
LGA17150,487,1363,2290,2806,5096,1398,936,22,9,482,1695,1902,2640,4542,740,357,7,5,508,1700,1255,2062,3317,42820,43475,5658,5765,27765,32869,76243,82109,158352
LGA17200,500,653,955,976,1931,306,155,9,3,314,571,629,729,1358,160,50,3,0,192,553,355,603,958,15616,15719,13879,10044,36885,34852,66380,60615,126995
LGA17310,172,424,743,809,1552,343,198,5,0,133,461,481,659,1140,161,69,3,3,117,466,281,538,819,9789,10037,1858,1954,7021,8791,18668,20782,39450
LGA17350,34,62,109,118,227,46,24,0,0,21,81,67,105,172,19,9,0,0,18,76,37,85,122,1121,1141,146,149,766,821,2033,2111,4144
LGA17400,30,59,117,102,219,36,27,0,0,15,65,51,92,143,17,7,0,0,18,50,35,57,92,1197,1207,211,225,912,973,2320,2405,4725
LGA17420,238,700,1399,1465,2864,665,342,0,6,210,700,875,1048,1923,314,139,6,3,190,701,510,843,1353,38253,38946,2639,2704,20279,23157,61171,64807,125978
LGA17450,21,27,54,57,111,10,11,0,0,12,23,22,34,56,15,3,0,0,13,27,28,30,58,628,636,123,130,429,362,1180,1128,2308
LGA17500,38,76,160,146,306,67,42,3,3,46,90,116,135,251,39,16,3,3,20,90,62,109,171,1945,1969,467,477,1477,1426,3889,3872,7761
