region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA33430,1303,2997,5179,5722,10901,2524,1655,73,39,1076,3089,3673,4783,8456,1528,742,49,13,1098,3098,2675,3853,6528,83196,85101,20300,20786,68233,81409,171729,187296,359025
LGA33610,41,67,115,127,242,50,27,0,0,30,59,80,86,166,19,7,0,0,23,56,42,63,105,1867,1894,384,398,1204,1215,3455,3507,6962
LGA33620,180,286,661,609,1270,294,155,6,3,126,266,426,424,850,127,57,4,0,101,284,232,341,573,8410,8676,1588,1717,5772,6309,15770,16702,32472
LGA33800,55,118,228,225,453,101,60,4,0,41,124,146,184,330,55,12,0,0,30,106,85,118,203,2328,2383,371,381,1573,1419,4272,4183,8455
LGA33830,3,3,3,3,6,0,0,0,0,3,0,3,0,3,0,0,0,0,3,3,3,3,6,38,37,96,96,190,153,324,286,610
LGA33960,310,786,1146,1429,2575,515,295,8,3,250,727,773,1025,1798,246,115,5,0,203,668,454,783,1237,26384,26978,6979,7268,22683,25004,56046,59250,115296
LGA33980,17,36,58,62,120,18,15,0,0,18,31,36,46,82,11,0,0,0,9,20,20,20,40,3551,3632,1007,1052,2351,1535,6909,6219,13128
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,128,123,182,217,331,364,695
LGA34570,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,40,43,85,107,146,167,313
LGA34580,110,188,377,352,729,138,66,3,3,65,173,206,242,448,70,29,3,0,52,165,125,194,319,6175,6384,1178,1228,4422,4840,11775,12452,24227
LGA34590,473,1158,1799,2035,3834,715,413,18,14,389,920,1122,1347,2469,349,170,9,0,309,873,667,1043,1710,46321,47189,11085,11507,38447,42043,95853,100739,196592
LGA34710,15,28,37,46,83,15,10,0,0,12,26,27,36,63,8,3,0,0,6,28,14,31,45,615,632,198,216,469,538,1282,1386,2668
LGA34770,257,553,909,1044,1953,412,239,9,4,184,522,605,765,1370,192,96,3,0,128,437,323,533,856,18615,20176,4684,5165,14397,13449,37696,38790,76486
LGA34800,3,7,6,7,13,5,0,0,0,0,5,5,5,10,0,3,0,0,0,4,0,7,7,133,133,26,28,116,96,275,257,532
LGA34830,0,3,0,3,3,3,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,6,12,8,31,30,54,47,97,85,182
LGA34860,43,65,127,121,248,50,26,4,4,34,53,88,83,171,10,6,0,0,20,41,30,47,77,2133,2231,538,572,1447,1383,4118,4186,8304
LGA35010,894,2090,3546,4013,7559,1669,990,32,16,769,2033,2470,3039,5509,827,389,15,13,725,1966,1567,2368,3935,68943,70702,14044,14642,46794,55450,129781,140794,270575
LGA35250,3,3,3,6,9,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,49,50,116,115,160,194,325,359,684
LGA35300,41,37,105,77,182,22,6,0,0,25,43,47,49,96,6,0,0,0,9,31,15,31,46,2587,2622,1131,1169,2873,2179,6591,5970,12561
LGA35600,19,28,45,48,93,21,11,0,0,12,39,33,50,83,10,3,0,0,9,23,19,26,45,731,752,204,220,507,584,1442,1556,2998
LGA35670,0,5,4,5,9,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,10,15,100,97,158,139,268,251,519
LGA35760,49,63,158,136,294,74,36,0,0,34,76,108,112,220,28,15,0,0,29,65,57,80,137,1898,1946,356,378,1326,1240,3580,3564,7144
LGA35780,3,10,7,10,17,0,0,0,0,5,3,5,3,8,0,0,0,0,0,6,0,6,6,132,138,190,185,315,363,637,686,1323
LGA35790,0,0,3,5,8,3,0,0,0,0,5,3,5,8,0,0,0,0,0,3,0,3,3,52,52,187,191,462,433,701,676,1377
LGA35800,7,11,22,20,42,4,3,0,0,6,10,10,13,23,3,0,0,0,4,9,7,9,16,256,264,84,86,288,233,628,583,1211
LGA36070,0,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,84,84,118,117,226,226,452
LGA36150,4,11,9,14,23,0,0,0,0,5,3,5,3,8,0,0,0,0,4,3,4,3,7,149,149,43,51,139,102,331,302,633
LGA36250,327,832,1417,1626,3043,747,483,22,10,314,900,1083,1393,2476,440,206,11,11,315,899,766,1116,1882,26899,27597,4740,4897,17457,20744,49096,53238,102334
LGA36300,6,4,12,9,21,3,0,0,0,3,5,6,5,11,0,0,0,0,9,6,9,6,15,140,139,43,43,111,78,294,260,554
LGA36360,363,730,1183,1349,2532,536,327,10,0,274,642,820,969,1789,216,86,4,6,191,646,411,738,1149,17303,18466,4063,4486,13844,15488,35210,38440,73650
LGA36510,112,228,509,468,977,224,121,3,0,62,191,289,312,601,97,50,0,0,98,200,195,250,445,7144,7292,1232,1281,4376,4861,12752,13434,26186
LGA36580,84,115,253,223,476,73,37,0,0,62,105,135,142,277,47,17,0,0,38,101,85,118,203,4000,4085,864,908,2712,2798,7576,7791,15367
LGA36630,125,213,472,436,908,175,95,9,3,97,230,281,328,609,105,41,3,3,73,171,181,215,396,5687,5859,1048,1099,3956,4235,10691,11193,21884
LGA36660,121,275,503,518,1021,205,121,10,4,95,288,310,413,723,112,50,0,0,81,270,193,320,513,6314,6471,1113,1170,4077,4889,11504,12530,24034
LGA36710,893,2088,4408,4622,9030,2196,1359,43,30,822,2236,3061,3625,6686,1283,606,18,6,795,2272,2096,2884,4980,56672,58713,11510,12128,36758,46954,104940,117795,222735
LGA36810,202,300,663,579,1242,277,139,9,5,115,288,401,432,833,132,51,8,0,106,260,246,311,557,7258,7606,1701,1797,5649,6085,14608,15488,30096
LGA36910,440,1118,1764,2107,3871,821,526,11,4,337,1088,1169,1618,2787,475,209,10,5,318,1038,803,1252,2055,26950,27877,4532,4757,17971,22460,49453,55094,104547
LGA36950,3,3,3,3,6,0,3,0,0,3,11,3,14,17,0,0,0,0,3,5,3,5,8,270,275,192,197,403,438,865,910,1775
LGA36960,8,9,13,12,25,4,3,0,0,5,12,9,15,24,0,3,0,0,4,3,4,6,10,261,257,305,304,536,620,1102,1181,2283
LGA37010,377,834,1197,1438,2635,549,318,7,5,303,757,859,1080,1939,251,127,3,0,219,692,473,819,1292,25965,27671,7774,8522,23667,25426,57406,61619,119025
LGA37300,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,470,466,207,215,366,226,1043,907,1950
LGA37310,104,148,359,309,668,143,84,4,0,90,175,237,259,496,73,29,0,0,75,164,148,193,341,5519,5611,1079,1116,3761,3514,10359,10241,20600
LGA37340,85,150,274,278,552,98,58,3,3,77,112,178,173,351,45,22,4,0,50,101,99,123,222,4655,4878,1466,1570,4074,3425,10195,9873,20068
LGA37400,10,9,23,17,40,3,3,0,0,12,6,15,9,24,3,0,0,0,3,10,6,10,16,229,235,47,51,192,155,468,441,909
LGA37550,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,72,76,159,203,252,302,554
LGA37570,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,33,36,51,59,95,105,200
LGA37600,4,6,4,6,10,0,0,0,0,0,4,0,4,4,0,0,0,0,5,4,5,4,9,114,114,144,145,450,495,708,754,1462
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,43,83,103,136,239,57,38,3,0,40,85,100,123,223,49,13,0,0,38,102,87,115,202,1928,1939,847,790,4222,4167,6997,6896,13893
LGA40120,61,166,372,371,743,179,105,0,0,68,176,247,281,528,97,48,4,0,49,192,150,240,390,8128,8282,1313,1359,4492,4639,13933,14280,28213
LGA40220,86,180,437,427,864,213,148,11,5,81,181,305,334,639,102,42,5,3,54,176,161,221,382,4825,4909,898,923,2787,3299,8510,9131,17641
LGA40250,3,4,11,7,18,3,0,0,0,3,9,6,9,15,0,0,0,3,9,0,9,3,12,314,314,60,66,408,448,782,828,1610
LGA40310,61,147,315,318,633,137,105,0,0,52,170,189,275,464,92,43,0,0,50,202,142,245,387,4611,4711,787,827,2563,2782,7961,8320,16281
LGA40430,13,26,53,57,110,20,12,0,0,15,22,35,34,69,16,4,0,0,14,27,30,31,61,508,514,79,79,327,276,914,869,1783
LGA40520,38,85,161,190,351,80,36,0,3,33,86,113,125,238,30,14,0,0,22,105,52,119,171,1856,1904,392,410,1431,1577,3679,3891,7570
LGA40700,106,383,583,714,1297,373,247,8,3,128,501,509,751,1260,223,116,8,3,144,642,375,761,1136,8344,8512,972,970,5570,7683,14886,17165,32051
LGA40910,174,476,823,935,1758,444,258,8,0,126,468,578,726,1304,193,79,0,0,140,434,333,513,846,9756,9898,1088,1103,6961,8655,17805,19656,37461
LGA41010,4,15,22,28,50,15,10,0,0,6,20,21,30,51,7,3,0,0,4,13,11,16,27,489,510,219,233,487,421,1195,1164,2359
LGA41060,332,971,1535,1847,3382,882,529,14,9,390,1064,1286,1602,2888,506,244,6,5,380,1217,892,1466,2358,18860,19072,3231,3337,17196,19575,39287,41984,81271
LGA41140,38,47,139,96,235,50,37,4,0,30,62,84,99,183,23,13,0,0,18,78,41,91,132,1743,1778,304,323,1023,1063,3070,3164,6234
LGA41190,8,10,17,29,46,12,10,0,0,6,13,18,23,41,3,0,3,0,0,12,6,12,18,358,356,51,54,224,162,633,572,1205
LGA41330,19,5,31,9,40,6,3,0,0,3,0,9,3,12,0,0,0,0,0,4,0,4,4,190,194,103,104,343,192,636,490,1126
LGA41560,59,139,216,281,497,112,66,8,0,51,131,171,197,368,59,25,0,3,40,112,99,140,239,2518,2572,469,493,1608,1947,4595,5012,9607
LGA41750,8,5,15,9,24,7,3,0,0,0,4,7,7,14,0,0,0,0,0,5,0,5,5,208,209,38,42,141,99,387,350,737
LGA41830,7,8,32,19,51,6,9,3,0,11,7,20,16,36,4,0,0,0,0,15,4,15,19,299,315,64,70,215,225,578,610,1188
LGA41960,0,6,11,18,29,7,7,0,0,3,5,10,12,22,11,0,0,0,0,10,11,10,21,244,251,58,59,139,112,441,422,863
LGA42030,79,177,315,365,680,183,121,0,0,52,176,235,297,532,87,33,3,3,70,183,160,219,379,3702,3764,716,754,2816,3562,7234,8080,15314
LGA42110,24,35,75,70,145,20,9,0,0,16,37,36,46,82,17,4,0,0,17,42,34,46,80,783,793,149,148,593,561,1525,1502,3027
LGA42250,20,13,79,49,128,32,14,0,0,20,34,52,48,100,11,12,0,0,13,20,24,32,56,1663,1686,246,250,913,689,2822,2625,5447
LGA42600,121,367,458,661,1119,287,212,5,4,126,483,418,699,1117,215,130,0,3,165,685,380,818,1198,6048,6178,1148,1192,5106,6696,12302,14066,26368
LGA42750,10,26,48,53,101,23,10,0,0,9,27,32,37,69,19,14,0,0,17,31,36,45,81,816,821,194,202,528,475,1538,1498,3036
LGA43080,3,12,18,24,42,11,7,0,0,0,10,11,17,28,3,0,0,0,7,4,10,4,14,230,226,20,24,155,109,405,359,764
LGA43220,9,11,18,18,36,10,8,0,0,6,13,16,21,37,4,6,0,0,3,5,7,11,18,239,240,25,25,115,91,379,356,735
LGA43360,11,19,54,46,100,13,11,3,4,3,14,19,29,48,6,5,3,0,5,14,14,19,33,443,446,84,92,290,274,817,812,1629
LGA43650,21,63,120,112,232,59,36,3,0,15,42,77,78,155,23,14,0,0,21,59,44,73,117,2848,2916,446,446,1614,1564,4908,4926,9834
LGA43710,15,18,47,40,87,24,16,3,0,19,9,46,25,71,10,5,0,0,9,23,19,28,47,916,948,206,210,578,434,1700,1592,3292
LGA43790,33,86,149,181,330,79,33,3,0,31,87,113,120,233,46,17,0,3,44,124,90,144,234,2261,2286,378,393,1476,1450,4115,4129,8244
LGA43920,19,24,69,52,121,23,16,0,0,9,26,32,42,74,12,3,0,0,7,25,19,28,47,1588,1607,355,385,1153,1026,3096,3018,6114
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,10,9,22,24,46
LGA44060,222,735,997,1346,2343,665,443,4,11,233,845,902,1299,2201,347,178,10,3,297,888,654,1069,1723,14758,15015,2864,2949,12722,15621,30344,33585,63929
LGA44210,39,41,143,96,239,45,32,3,0,33,70,81,102,183,19,9,0,0,22,50,41,59,100,1536,1552,282,301,1232,976,3050,2829,5879
LGA44340,156,443,815,948,1763,491,324,7,3,165,545,663,872,1535,333,173,4,3,212,723,549,899,1448,12587,12845,1719,1777,8304,10054,22610,24676,47286
LGA44550,49,154,231,287,518,129,73,3,0,39,155,171,228,399,56,23,0,0,55,154,111,177,288,5611,5767,1163,1207,3357,4265,10131,11239,21370
LGA44620,84,196,292,350,642,179,89,3,7,62,214,244,310,554,65,32,0,0,62,204,127,236,363,4229,4321,974,1003,3414,4178,8617,9502,18119
LGA44830,16,18,58,44,102,20,11,0,0,17,19,37,30,67,8,4,0,0,13,23,21,27,48,585,608,93,110,365,309,1043,1027,2070
LGA45040,75,138,295,298,593,141,89,3,0,48,149,192,238,430,62,21,0,3,47,173,109,197,306,3278,3329,754,792,2856,3114,6888,7235,14123
LGA45090,16,62,83,110,193,47,33,0,0,18,57,65,90,155,34,24,0,0,18,63,52,87,139,1622,1637,307,321,1030,851,2959,2809,5768
LGA45120,19,43,65,80,145,39,19,0,0,11,42,50,61,111,16,13,0,0,14,42,30,55,85,924,951,136,149,603,530,1663,1630,3293
LGA45290,113,364,423,620,1043,275,184,3,3,117,376,395,563,958,171,74,3,0,124,486,298,560,858,5643,5726,1173,1205,5803,7340,12619,14271,26890
LGA45340,323,872,1559,1771,3330,877,534,18,6,309,886,1204,1426,2630,431,225,10,0,269,846,710,1071,1781,29173,29763,6314,6531,21754,24676,57241,60970,118211
LGA45400,3,6,8,14,22,8,7,0,0,3,14,11,21,32,7,4,0,0,3,9,10,13,23,181,187,24,24,110,113,315,324,639
LGA45540,11,13,45,29,74,11,0,0,3,12,22,23,25,48,4,4,0,0,11,12,15,16,31,274,283,48,53,298,297,620,633,1253
LGA45680,204,471,798,922,1720,361,216,9,4,172,436,542,656,1198,131,59,4,3,140,305,275,367,642,11616,11805,3436,3544,12302,13406,27354,28755,56109
LGA45890,332,891,1222,1625,2847,708,437,15,11,336,1023,1059,1471,2530,399,180,7,4,378,1036,784,1220,2004,17847,18085,3761,3958,19699,21270,41307,43313,84620
LGA46090,45,103,123,160,283,58,37,0,0,35,109,93,146,239,21,8,0,0,21,54,42,62,104,1877,1959,638,695,1835,2042,4350,4696,9046
LGA46300,31,108,144,199,343,100,58,6,6,37,105,143,169,312,43,26,0,3,40,102,83,131,214,2210,2282,604,646,1932,2223,4746,5151,9897
LGA46450,80,146,260,282,542,114,71,3,0,65,169,182,240,422,60,22,0,0,51,158,111,180,291,2961,3046,629,662,2440,2765,6030,6473,12503
LGA46510,52,138,187,235,422,103,60,3,0,43,156,149,216,365,74,34,0,0,54,194,128,228,356,3526,3578,626,651,3331,3576,7483,7805,15288
LGA46670,22,68,111,134,245,70,27,0,0,28,83,98,110,208,27,12,0,0,22,77,49,89,138,1683,1699,306,317,1294,1365,3283,3381,6664
LGA46860,0,10,6,21,27,14,0,0,0,6,13,20,13,33,6,4,0,0,4,5,10,9,19,257,252,74,78,161,140,492,470,962
LGA46970,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,643,292,300,481,276,1401,1219,2620
LGA47140,290,723,1229,1362,2591,510,289,15,6,235,660,760,955,1715,220,99,5,5,201,541,426,645,1071,21986,22327,4714,4830,19901,21207,46601,48364,94965
LGA47290,11,16,26,30,56,11,8,0,0,11,9,22,17,39,14,7,0,0,9,18,23,25,48,422,419,68,71,282,217,772,707,1479
LGA47490,7,15,24,23,47,8,8,0,0,8,17,16,25,41,12,9,0,0,7,7,19,16,35,357,367,93,94,280,177,730,638,1368
LGA47630,21,32,87,80,167,48,27,0,0,9,45,57,72,129,15,13,0,0,18,55,33,68,101,1290,1297,230,229,874,684,2394,2210,4604
LGA47700,191,572,1068,1208,2276,541,336,12,3,163,533,716,872,1588,269,118,6,5,143,577,418,700,1118,19673,19966,2983,3061,12578,14571,35234,37598,72832
LGA47800,22,32,77,67,144,27,15,0,0,20,33,47,48,95,16,6,0,0,19,32,35,38,73,1040,1054,184,186,742,645,1966,1885,3851
LGA47910,12,25,57,51,108,15,8,0,0,10,31,25,39,64,9,10,0,0,16,38,25,48,73,550,552,66,68,313,299,929,919,1848
LGA47980,92,265,336,452,788,201,141,3,0,82,328,286,469,755,139,79,0,0,114,396,253,475,728,6250,6389,1269,1309,5158,6819,12677,14517,27194
LGA48050,54,144,360,387,747,228,154,3,3,60,190,291,347,638,137,73,0,0,87,186,224,259,483,2937,2982,388,416,1432,2007,4757,5405,10162
LGA48130,23,45,76,100,176,41,26,0,0,24,45,65,71,136,25,12,0,0,19,66,44,78,122,1180,1211,239,245,955,847,2374,2303,4677
LGA48260,20,66,87,130,217,71,48,0,0,27,78,98,126,224,32,8,0,0,25,92,57,100,157,1347,1388,145,146,1026,1193,2518,2727,5245
LGA48340,21,86,136,172,308,74,33,0,0,40,108,114,141,255,29,15,0,0,31,77,60,92,152,2182,2211,446,469,1519,1499,4147,4179,8326
LGA48410,162,502,796,980,1776,439,297,12,4,194,622,645,923,1568,299,130,4,3,237,642,540,775,1315,9213,9341,1860,1956,9729,10810,20802,22107,42909
LGA48540,86,159,257,283,540,120,61,0,4,51,139,171,204,375,30,18,3,0,36,120,69,138,207,3411,3472,964,983,3481,3418,7856,7873,15729
LGA48640,0,11,9,17,26,5,7,0,0,6,14,11,21,32,5,0,0,0,7,18,12,18,30,260,264,40,32,139,124,439,420,859
LGA48750,18,33,88,74,162,36,24,0,3,15,30,51,57,108,20,8,0,0,9,34,29,42,71,899,905,186,199,570,556,1655,1660,3315
LGA48830,69,80,255,230,485,122,75,6,0,53,116,181,191,372,43,31,0,0,51,92,94,123,217,2291,2296,370,384,1447,1249,4108,3929,8037
LGA49399,22,6,25,13,38,7,0,0,0,7,3,14,3,17,0,0,0,0,4,5,4,5,9,443,439,220,213,617,377,1280,1029,2309
LGA50080,109,247,462,485,947,227,147,10,0,99,258,336,405,741,117,56,3,0,92,266,212,322,534,5792,5991,1304,1409,3931,4808,11027,12208,23235
LGA50210,122,309,501,580,1081,218,146,6,6,109,266,333,418,751,107,40,0,0,94,226,201,266,467,10343,10777,2580,2773,8630,9068,21553,22618,44171
LGA50250,0,7,4,7,11,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,3,0,3,852,857,402,402,656,427,1910,1686,3596
LGA50280,16,54,97,111,208,55,33,0,0,22,53,77,86,163,28,16,5,0,23,57,56,73,129,1840,1947,565,607,1295,1343,3700,3897,7597
LGA50350,69,127,198,215,413,64,41,0,0,37,136,101,177,278,51,23,0,0,36,96,87,119,206,2274,2348,639,676,2358,2497,5271,5521,10792
LGA50420,177,449,675,794,1469,319,199,6,6,134,386,459,591,1050,193,92,3,3,147,452,343,547,890,10446,10689,2321,2421,10166,10447,22933,23557,46490
LGA50490,122,312,372,520,892,185,104,3,3,102,263,290,370,660,107,50,0,0,84,248,191,298,489,5219,5349,1368,1439,6200,6238,12787,13026,25813
LGA50560,10,13,25,27,52,13,8,0,0,6,10,19,18,37,6,3,0,0,6,12,12,15,27,312,319,56,60,213,167,581,546,1127
LGA50630,3,8,17,15,32,4,3,0,0,4,3,8,6,14,3,0,0,0,5,6,8,6,14,285,289,87,89,162,164,534,542,1076
LGA50770,5,13,17,21,38,8,3,0,0,0,12,8,15,23,4,4,0,0,5,8,9,12,21,314,323,59,65,161,154,534,542,1076
LGA50840,13,24,59,48,107,18,14,0,0,10,24,28,38,66,14,3,0,0,5,18,19,21,40,818,857,178,195,456,534,1452,1586,3038
LGA50910,4,5,14,15,29,5,4,0,0,0,7,5,11,16,3,0,0,0,5,3,8,3,11,168,173,36,42,96,80,300,295,595
LGA50980,31,13,58,32,90,8,0,0,0,27,31,35,31,66,6,4,0,0,10,10,16,14,30,1514,1590,945,1000,2019,1975,4478,4565,9043
LGA51080,3,6,7,11,18,6,5,0,0,0,4,6,9,15,4,0,0,0,0,7,4,7,11,223,217,36,40,123,112,382,369,751
LGA51120,0,7,10,14,24,7,3,0,0,3,8,10,11,21,3,0,0,0,3,10,6,10,16,200,202,26,30,114,96,340,328,668
LGA51190,71,226,303,435,738,182,121,4,4,76,245,262,370,632,103,35,0,3,86,233,189,271,460,4879,5063,1319,1403,4485,5063,10683,11529,22212
LGA51260,65,189,352,430,782,193,133,7,0,71,214,271,347,618,104,37,3,0,59,212,166,249,415,5311,5654,1182,1281,3080,3907,9573,10842,20415
LGA51310,41,186,239,376,615,177,105,4,3,48,185,229,293,522,125,68,0,0,74,262,199,330,529,4840,5002,678,692,3161,3615,8679,9309,17988
LGA51330,161,476,757,873,1630,395,236,7,6,138,479,540,721,1261,206,103,3,3,123,497,332,603,935,15336,15879,2154,2293,14494,14794,31984,32966,64950
LGA51400,12,36,69,73,142,45,20,0,0,9,25,54,45,99,13,4,0,0,5,24,18,28,46,2616,2802,543,594,1321,1440,4480,4836,9316
LGA51470,5,5,9,8,17,0,0,0,0,4,4,4,4,8,0,0,0,0,0,0,0,0,0,94,94,23,31,68,48,185,173,358
LGA51540,16,25,47,40,87,11,8,5,0,13,20,29,28,57,3,3,0,0,7,20,10,23,33,748,779,294,315,774,661,1816,1755,3571
LGA51610,4,3,12,6,18,3,3,0,0,6,0,9,3,12,0,0,0,0,0,0,0,0,0,240,256,45,48,127,78,412,382,794
LGA51680,10,13,43,31,74,14,10,0,0,3,10,17,20,37,6,0,0,0,7,8,13,8,21,898,975,150,169,434,434,1482,1578,3060
LGA51750,29,85,107,159,266,66,47,0,3,26,120,92,170,262,54,25,0,0,31,163,85,188,273,1562,1603,246,258,1231,1758,3039,3619,6658
LGA51820,174,457,773,843,1616,297,173,5,0,143,413,445,586,1031,114,53,3,3,112,357,229,413,642,16070,16790,3276,3538,12037,13013,31383,33341,64724
LGA51890,37,60,99,113,212,39,17,0,0,24,52,63,69,132,21,10,3,0,12,57,36,67,103,1484,1523,399,413,1236,1145,3119,3081,6200
